ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.History16OwnerRequest	history16ownerrequest	1590488073464	 	3.3.1
REQUEST	322		signin.css	1590488113909	1590488114051	OK	 
REQUEST	336		signin.css	1590488113959	1590488114052	OK	 
REQUEST	456		spring-pivotal-logo.png	1590488114023	1590488114053	OK	 
REQUEST	338		bootstrap.min.css	1590488113981	1590488114053	OK	 
REQUEST	335		signin.css	1590488113962	1590488114053	OK	 
REQUEST	350		signin.css	1590488113959	1590488114058	OK	 
REQUEST	456		jquery.min.js	1590488114041	1590488114060	OK	 
REQUEST	345		signin.css	1590488113979	1590488114061	OK	 
REQUEST	343		signin.css	1590488113975	1590488114062	OK	 
REQUEST	149		becomeSitterErrorGet	1590488114054	1590488114062	OK	 
REQUEST	344		signin.css	1590488113975	1590488114064	OK	 
REQUEST	456		jquery-ui.min.js	1590488114048	1590488114066	OK	 
REQUEST	337		signin.css	1590488113977	1590488114066	OK	 
REQUEST	4		becomeSitterPost	1590488114052	1590488114069	OK	 
REQUEST	456		bootstrap.min.js	1590488114053	1590488114075	OK	 
REQUEST	338		signin.css	1590488113979	1590488114084	OK	 
REQUEST	450		petclinic.css	1590488114009	1590488114085	OK	 
REQUEST	450		jquery.min.js	1590488114086	1590488114093	OK	 
REQUEST	450		jquery-ui.min.js	1590488114093	1590488114101	OK	 
REQUEST	450		jquery-ui.min.css	1590488114009	1590488114105	OK	 
REQUEST	450		bootstrap.min.js	1590488114102	1590488114107	OK	 
REQUEST	450		jquery-ui.theme.min.css	1590488114009	1590488114110	OK	 
REQUEST	450		favicon.png	1590488114009	1590488114118	OK	 
REQUEST	456		petclinic.css	1590488114022	1590488114121	OK	 
REQUEST	450		spring-pivotal-logo.png	1590488114010	1590488114123	OK	 
REQUEST	456		pets.png	1590488114023	1590488114125	OK	 
REQUEST	456		favicon.png	1590488114022	1590488114128	OK	 
REQUEST	450		pets.png	1590488114009	1590488114130	OK	 
REQUEST	317		Login	1590488114146	1590488114149	OK	 
USER	Error	457	START	1590488114152	1590488114152
USER	OK	451	START	1590488114152	1590488114152
REQUEST	323		Login	1590488114152	1590488114156	OK	 
REQUEST	451		Home	1590488114154	1590488114159	OK	 
REQUEST	457		Home	1590488114152	1590488114159	OK	 
REQUEST	457		jquery-ui.theme.min.css	1590488114160	1590488114177	OK	 
REQUEST	451		jquery-ui.theme.min.css	1590488114160	1590488114178	OK	 
REQUEST	451		jquery-ui.min.css	1590488114160	1590488114180	OK	 
REQUEST	457		jquery-ui.min.css	1590488114160	1590488114186	OK	 
REQUEST	451		jquery.min.js	1590488114178	1590488114191	OK	 
REQUEST	457		jquery.min.js	1590488114177	1590488114194	OK	 
REQUEST	451		jquery-ui.min.js	1590488114180	1590488114200	OK	 
REQUEST	457		jquery-ui.min.js	1590488114186	1590488114204	OK	 
REQUEST	451		bootstrap.min.js	1590488114191	1590488114208	OK	 
REQUEST	457		bootstrap.min.js	1590488114195	1590488114209	OK	 
REQUEST	310		Login	1590488114209	1590488114211	OK	 
REQUEST	329		Login	1590488114210	1590488114211	OK	 
REQUEST	457		pets.png	1590488114160	1590488114217	OK	 
REQUEST	451		pets.png	1590488114160	1590488114218	OK	 
REQUEST	451		favicon.png	1590488114159	1590488114221	OK	 
REQUEST	457		spring-pivotal-logo.png	1590488114160	1590488114223	OK	 
REQUEST	457		petclinic.css	1590488114159	1590488114224	OK	 
REQUEST	457		favicon.png	1590488114159	1590488114226	OK	 
REQUEST	317		bootstrap.min.css	1590488114151	1590488114229	OK	 
REQUEST	451		spring-pivotal-logo.png	1590488114160	1590488114230	OK	 
REQUEST	451		petclinic.css	1590488114159	1590488114233	OK	 
REQUEST	328		Login	1590488114236	1590488114238	OK	 
REQUEST	330		Login	1590488114236	1590488114240	OK	 
REQUEST	317		signin.css	1590488114150	1590488114242	OK	 
REQUEST	323		bootstrap.min.css	1590488114157	1590488114246	OK	 
REQUEST	80		becomeSitterErrorPost	1590488114255	1590488114266	OK	 
REQUEST	323		signin.css	1590488114157	1590488114269	OK	 
REQUEST	310		bootstrap.min.css	1590488114212	1590488114286	OK	 
REQUEST	329		bootstrap.min.css	1590488114212	1590488114293	OK	 
REQUEST	81		becomeSitterErrorPost	1590488114286	1590488114298	OK	 
REQUEST	329		signin.css	1590488114212	1590488114311	OK	 
REQUEST	328		bootstrap.min.css	1590488114240	1590488114311	OK	 
REQUEST	310		signin.css	1590488114212	1590488114317	OK	 
REQUEST	328		signin.css	1590488114239	1590488114318	OK	 
USER	OK	452	START	1590488114318	1590488114318
USER	Error	458	START	1590488114318	1590488114318
REQUEST	452		Home	1590488114318	1590488114323	OK	 
REQUEST	458		Home	1590488114319	1590488114323	OK	 
REQUEST	330		bootstrap.min.css	1590488114241	1590488114334	OK	 
REQUEST	452		jquery-ui.theme.min.css	1590488114324	1590488114339	OK	 
REQUEST	458		pets.png	1590488114325	1590488114345	OK	 
REQUEST	458		jquery-ui.min.css	1590488114325	1590488114345	OK	 
REQUEST	452		jquery.min.js	1590488114339	1590488114352	OK	 
REQUEST	330		signin.css	1590488114241	1590488114354	OK	 
REQUEST	458		jquery.min.js	1590488114345	1590488114358	OK	 
REQUEST	458		jquery-ui.min.js	1590488114345	1590488114366	OK	 
REQUEST	458		bootstrap.min.js	1590488114358	1590488114368	OK	 
REQUEST	458		jquery-ui.theme.min.css	1590488114325	1590488114370	OK	 
REQUEST	452		jquery-ui.min.js	1590488114352	1590488114371	OK	 
USER	OK	459	START	1590488114375	1590488114375
USER	Error	466	START	1590488114375	1590488114375
REQUEST	466		Home	1590488114375	1590488114380	OK	 
REQUEST	459		Home	1590488114375	1590488114388	OK	 
REQUEST	452		bootstrap.min.js	1590488114372	1590488114389	OK	 
REQUEST	466		jquery-ui.min.css	1590488114382	1590488114398	OK	 
REQUEST	459		jquery-ui.theme.min.css	1590488114390	1590488114406	OK	 
REQUEST	466		jquery-ui.theme.min.css	1590488114382	1590488114407	OK	 
REQUEST	466		jquery.min.js	1590488114399	1590488114410	OK	 
REQUEST	466		bootstrap.min.js	1590488114410	1590488114419	OK	 
REQUEST	459		jquery.min.js	1590488114406	1590488114419	OK	 
REQUEST	459		jquery-ui.min.css	1590488114389	1590488114420	OK	 
REQUEST	466		jquery-ui.min.js	1590488114407	1590488114422	OK	 
REQUEST	452		jquery-ui.min.css	1590488114324	1590488114424	OK	 
REQUEST	459		jquery-ui.min.js	1590488114420	1590488114428	OK	 
REQUEST	459		bootstrap.min.js	1590488114420	1590488114429	OK	 
REQUEST	458		favicon.png	1590488114325	1590488114440	OK	 
REQUEST	458		petclinic.css	1590488114325	1590488114443	OK	 
REQUEST	58		becomeSitterErrorPost	1590488114434	1590488114456	OK	 
REQUEST	321		Logged	1590488114456	1590488114460	OK	 
REQUEST	321		Logged Redirect 1	1590488114461	1590488114466	OK	 
REQUEST	70		becomeSitterErrorPost	1590488114456	1590488114469	OK	 
REQUEST	321		jquery-ui.theme.min.css	1590488114467	1590488114473	OK	 
REQUEST	321		jquery-ui.min.css	1590488114467	1590488114477	OK	 
REQUEST	321		jquery.min.js	1590488114473	1590488114484	OK	 
REQUEST	321		spring-pivotal-logo.png	1590488114467	1590488114486	OK	 
REQUEST	321		jquery-ui.min.js	1590488114477	1590488114490	OK	 
REQUEST	466		spring-pivotal-logo.png	1590488114382	1590488114492	OK	 
REQUEST	321		bootstrap.min.js	1590488114484	1590488114492	OK	 
REQUEST	459		pets.png	1590488114390	1590488114494	OK	 
REQUEST	321		pets.png	1590488114467	1590488114495	OK	 
REQUEST	466		pets.png	1590488114382	1590488114497	OK	 
REQUEST	452		spring-pivotal-logo.png	1590488114324	1590488114509	OK	 
REQUEST	458		spring-pivotal-logo.png	1590488114325	1590488114512	OK	 
REQUEST	71		becomeSitterErrorPost	1590488114503	1590488114516	OK	 
REQUEST	72		becomeSitterErrorPost	1590488114505	1590488114519	OK	 
REQUEST	459		spring-pivotal-logo.png	1590488114390	1590488114520	OK	 
REQUEST	452		pets.png	1590488114324	1590488114522	OK	 
REQUEST	321		favicon.png	1590488114467	1590488114524	OK	 
REQUEST	321		petclinic.css	1590488114467	1590488114526	OK	 
USER	OK	460	START	1590488114528	1590488114528
USER	Error	467	START	1590488114533	1590488114533
REQUEST	460		Home	1590488114528	1590488114534	OK	 
REQUEST	467		Home	1590488114533	1590488114541	OK	 
REQUEST	467		jquery-ui.theme.min.css	1590488114542	1590488114555	OK	 
REQUEST	460		jquery-ui.theme.min.css	1590488114535	1590488114562	OK	 
REQUEST	460		jquery-ui.min.css	1590488114535	1590488114567	OK	 
REQUEST	467		jquery.min.js	1590488114555	1590488114571	OK	 
REQUEST	467		jquery-ui.min.css	1590488114542	1590488114572	OK	 
REQUEST	460		jquery.min.js	1590488114562	1590488114577	OK	 
REQUEST	460		jquery-ui.min.js	1590488114568	1590488114580	OK	 
REQUEST	467		bootstrap.min.js	1590488114573	1590488114585	OK	 
REQUEST	460		bootstrap.min.js	1590488114578	1590488114588	OK	 
REQUEST	467		jquery-ui.min.js	1590488114571	1590488114594	OK	 
REQUEST	60		becomeSitterErrorPost	1590488114590	1590488114602	OK	 
REQUEST	460		favicon.png	1590488114535	1590488114605	OK	 
REQUEST	460		spring-pivotal-logo.png	1590488114536	1590488114606	OK	 
REQUEST	460		pets.png	1590488114536	1590488114608	OK	 
REQUEST	460		petclinic.css	1590488114535	1590488114611	OK	 
REQUEST	466		favicon.png	1590488114381	1590488114612	OK	 
REQUEST	467		favicon.png	1590488114542	1590488114612	OK	 
REQUEST	459		favicon.png	1590488114389	1590488114615	OK	 
REQUEST	452		favicon.png	1590488114324	1590488114616	OK	 
REQUEST	467		pets.png	1590488114542	1590488114631	OK	 
REQUEST	467		spring-pivotal-logo.png	1590488114542	1590488114632	OK	 
REQUEST	452		petclinic.css	1590488114324	1590488114633	OK	 
REQUEST	459		petclinic.css	1590488114389	1590488114635	OK	 
REQUEST	466		petclinic.css	1590488114381	1590488114637	OK	 
REQUEST	467		petclinic.css	1590488114542	1590488114639	OK	 
REQUEST	79		becomeSitterErrorPost	1590488114640	1590488114654	OK	 
USER	OK	461	START	1590488114694	1590488114694
USER	Error	468	START	1590488114694	1590488114694
REQUEST	461		Home	1590488114694	1590488114700	OK	 
REQUEST	468		Home	1590488114694	1590488114704	OK	 
REQUEST	461		jquery-ui.min.css	1590488114701	1590488114721	OK	 
REQUEST	461		jquery-ui.theme.min.css	1590488114702	1590488114721	OK	 
REQUEST	468		jquery-ui.theme.min.css	1590488114705	1590488114722	OK	 
REQUEST	468		jquery-ui.min.css	1590488114705	1590488114723	OK	 
REQUEST	468		jquery.min.js	1590488114722	1590488114729	OK	 
REQUEST	461		jquery-ui.min.js	1590488114721	1590488114734	OK	 
REQUEST	468		jquery-ui.min.js	1590488114723	1590488114736	OK	 
REQUEST	468		bootstrap.min.js	1590488114729	1590488114738	OK	 
REQUEST	461		favicon.png	1590488114701	1590488114739	OK	 
REQUEST	468		favicon.png	1590488114705	1590488114739	OK	 
REQUEST	461		bootstrap.min.js	1590488114734	1590488114741	OK	 
REQUEST	461		jquery.min.js	1590488114721	1590488114744	OK	 
REQUEST	461		spring-pivotal-logo.png	1590488114702	1590488114746	OK	 
REQUEST	461		pets.png	1590488114702	1590488114750	OK	 
REQUEST	461		petclinic.css	1590488114701	1590488114751	OK	 
REQUEST	468		spring-pivotal-logo.png	1590488114706	1590488114753	OK	 
REQUEST	468		pets.png	1590488114706	1590488114755	OK	 
REQUEST	468		petclinic.css	1590488114705	1590488114757	OK	 
REQUEST	82		becomeSitterErrorPost	1590488114775	1590488114787	OK	 
REQUEST	56		becomeSitterPost	1590488114775	1590488114790	OK	 
REQUEST	55		becomeSitterPost	1590488114790	1590488114804	OK	 
REQUEST	83		becomeSitterErrorPost	1590488114805	1590488114817	OK	 
REQUEST	9		becomeSitterPost	1590488114834	1590488114845	OK	 
USER	OK	462	START	1590488114850	1590488114850
USER	Error	469	START	1590488114851	1590488114851
REQUEST	462		Home	1590488114850	1590488114857	OK	 
REQUEST	469		Home	1590488114853	1590488114861	OK	 
REQUEST	462		jquery-ui.theme.min.css	1590488114858	1590488114873	OK	 
REQUEST	91		becomeSitterErrorPost	1590488114857	1590488114874	OK	 
REQUEST	462		jquery-ui.min.css	1590488114858	1590488114884	OK	 
REQUEST	469		jquery-ui.theme.min.css	1590488114862	1590488114886	OK	 
REQUEST	469		jquery-ui.min.css	1590488114862	1590488114887	OK	 
REQUEST	462		jquery.min.js	1590488114873	1590488114891	OK	 
REQUEST	469		jquery.min.js	1590488114886	1590488114894	OK	 
REQUEST	462		bootstrap.min.js	1590488114891	1590488114903	OK	 
REQUEST	469		bootstrap.min.js	1590488114894	1590488114905	OK	 
REQUEST	92		becomeSitterErrorPost	1590488114898	1590488114912	OK	 
REQUEST	8		becomeSitterPost	1590488114898	1590488114913	OK	 
REQUEST	5		becomeSitterPost	1590488114906	1590488114921	OK	 
REQUEST	469		spring-pivotal-logo.png	1590488114863	1590488114924	OK	 
REQUEST	54		becomeSitterPost	1590488114906	1590488114926	OK	 
REQUEST	469		jquery-ui.min.js	1590488114887	1590488114935	OK	 
REQUEST	462		favicon.png	1590488114857	1590488114936	OK	 
REQUEST	462		petclinic.css	1590488114857	1590488114939	OK	 
REQUEST	462		spring-pivotal-logo.png	1590488114858	1590488114941	OK	 
REQUEST	469		pets.png	1590488114863	1590488114943	OK	 
REQUEST	469		favicon.png	1590488114862	1590488114944	OK	 
REQUEST	469		petclinic.css	1590488114862	1590488114947	OK	 
REQUEST	462		pets.png	1590488114858	1590488114951	OK	 
REQUEST	462		jquery-ui.min.js	1590488114884	1590488114951	OK	 
REQUEST	53		becomeSitterPost	1590488114953	1590488114966	OK	 
REQUEST	10		becomeSitterPost	1590488114956	1590488114969	OK	 
REQUEST	30		becomeSitterPost	1590488114956	1590488114969	OK	 
REQUEST	299		Logged	1590488114971	1590488114974	OK	 
REQUEST	311		Logged	1590488114971	1590488114976	OK	 
REQUEST	299		Logged Redirect 1	1590488114974	1590488114979	OK	 
REQUEST	311		Logged Redirect 1	1590488114976	1590488114982	OK	 
REQUEST	299		jquery-ui.min.css	1590488114980	1590488114990	OK	 
REQUEST	299		jquery-ui.theme.min.css	1590488114980	1590488114993	OK	 
REQUEST	311		jquery-ui.theme.min.css	1590488114983	1590488115001	OK	 
REQUEST	311		jquery-ui.min.css	1590488114983	1590488115002	OK	 
REQUEST	299		jquery.min.js	1590488114990	1590488115004	OK	 
REQUEST	299		jquery-ui.min.js	1590488114993	1590488115008	OK	 
REQUEST	299		bootstrap.min.js	1590488115004	1590488115012	OK	 
REQUEST	311		jquery-ui.min.js	1590488115003	1590488115017	OK	 
REQUEST	311		jquery.min.js	1590488115001	1590488115017	OK	 
REQUEST	314		Logged	1590488115020	1590488115023	OK	 
REQUEST	311		bootstrap.min.js	1590488115017	1590488115025	OK	 
REQUEST	314		Logged Redirect 1	1590488115024	1590488115029	OK	 
REQUEST	313		Logged	1590488115027	1590488115032	OK	 
REQUEST	313		Logged Redirect 1	1590488115032	1590488115037	OK	 
REQUEST	314		jquery-ui.theme.min.css	1590488115030	1590488115040	OK	 
REQUEST	314		jquery-ui.min.css	1590488115030	1590488115044	OK	 
REQUEST	313		jquery-ui.min.css	1590488115037	1590488115052	OK	 
REQUEST	313		jquery-ui.theme.min.css	1590488115037	1590488115055	OK	 
REQUEST	314		jquery.min.js	1590488115040	1590488115057	OK	 
REQUEST	314		jquery-ui.min.js	1590488115044	1590488115059	OK	 
REQUEST	313		jquery.min.js	1590488115053	1590488115062	OK	 
REQUEST	314		bootstrap.min.js	1590488115057	1590488115066	OK	 
REQUEST	313		bootstrap.min.js	1590488115062	1590488115070	OK	 
REQUEST	313		jquery-ui.min.js	1590488115055	1590488115073	OK	 
REQUEST	306		Logged	1590488115075	1590488115078	OK	 
REQUEST	325		Login	1590488115082	1590488115085	OK	 
REQUEST	298		Logged	1590488115079	1590488115088	OK	 
REQUEST	297		Logged	1590488115079	1590488115091	OK	 
REQUEST	306		Logged Redirect 1	1590488115078	1590488115093	OK	 
REQUEST	298		Logged Redirect 1	1590488115088	1590488115094	OK	 
USER	OK	463	START	1590488115093	1590488115093
REQUEST	297		Logged Redirect 1	1590488115092	1590488115100	OK	 
REQUEST	463		Home	1590488115094	1590488115108	OK	 
USER	Error	470	START	1590488115124	1590488115124
REQUEST	297		jquery-ui.theme.min.css	1590488115101	1590488115125	OK	 
REQUEST	470		Home	1590488115124	1590488115135	OK	 
REQUEST	304		Logged	1590488115130	1590488115141	OK	 
REQUEST	312		Logged	1590488115124	1590488115143	OK	 
REQUEST	319		Logged	1590488115127	1590488115149	OK	 
REQUEST	297		jquery.min.js	1590488115125	1590488115150	OK	 
REQUEST	312		Logged Redirect 1	1590488115143	1590488115155	OK	 
REQUEST	319		Logged Redirect 1	1590488115149	1590488115155	OK	 
REQUEST	304		Logged Redirect 1	1590488115141	1590488115156	OK	 
REQUEST	319		jquery-ui.theme.min.css	1590488115156	1590488115173	OK	 
REQUEST	304		jquery-ui.min.css	1590488115157	1590488115176	OK	 
REQUEST	304		jquery-ui.theme.min.css	1590488115157	1590488115179	OK	 
REQUEST	319		jquery.min.js	1590488115174	1590488115184	OK	 
REQUEST	304		jquery.min.js	1590488115176	1590488115184	OK	 
REQUEST	312		jquery-ui.theme.min.css	1590488115156	1590488115185	OK	 
REQUEST	325		bootstrap.min.css	1590488115087	1590488115189	OK	 
REQUEST	304		jquery-ui.min.js	1590488115179	1590488115190	OK	 
REQUEST	303		Logged	1590488115191	1590488115196	OK	 
REQUEST	319		jquery-ui.min.js	1590488115184	1590488115199	OK	 
REQUEST	304		bootstrap.min.js	1590488115184	1590488115199	OK	 
REQUEST	312		jquery.min.js	1590488115185	1590488115200	OK	 
REQUEST	325		signin.css	1590488115086	1590488115203	OK	 
REQUEST	303		Logged Redirect 1	1590488115196	1590488115204	OK	 
REQUEST	318		Logged	1590488115202	1590488115207	OK	 
REQUEST	303		jquery-ui.theme.min.css	1590488115204	1590488115211	OK	 
REQUEST	319		bootstrap.min.js	1590488115199	1590488115215	OK	 
REQUEST	303		jquery-ui.min.css	1590488115204	1590488115217	OK	 
REQUEST	318		Logged Redirect 1	1590488115207	1590488115221	OK	 
REQUEST	312		jquery-ui.min.js	1590488115201	1590488115234	OK	 
USER	Error	471	START	1590488115237	1590488115237
USER	OK	464	START	1590488115237	1590488115237
REQUEST	303		jquery.min.js	1590488115211	1590488115244	OK	 
REQUEST	307		Logged	1590488115236	1590488115247	OK	 
REQUEST	464		Home	1590488115237	1590488115249	OK	 
REQUEST	471		Home	1590488115238	1590488115252	OK	 
REQUEST	296		Logged	1590488115239	1590488115254	OK	 
REQUEST	327		Logged	1590488115239	1590488115257	OK	 
REQUEST	63		becomeSitterPost	1590488115235	1590488115262	OK	 
REQUEST	84		becomeSitterErrorPost	1590488115237	1590488115264	OK	 
REQUEST	303		bootstrap.min.js	1590488115244	1590488115268	OK	 
REQUEST	64		becomeSitterPost	1590488115237	1590488115268	OK	 
REQUEST	307		Logged Redirect 1	1590488115248	1590488115270	OK	 
REQUEST	318		jquery-ui.min.css	1590488115232	1590488115271	OK	 
REQUEST	93		becomeSitterErrorPost	1590488115237	1590488115273	OK	 
REQUEST	303		jquery-ui.min.js	1590488115218	1590488115274	OK	 
REQUEST	318		jquery.min.js	1590488115271	1590488115276	OK	 
REQUEST	312		bootstrap.min.js	1590488115234	1590488115278	OK	 
REQUEST	296		Logged Redirect 1	1590488115254	1590488115279	OK	 
REQUEST	327		Logged Redirect 1	1590488115257	1590488115279	OK	 
REQUEST	318		jquery-ui.min.js	1590488115276	1590488115284	OK	 
REQUEST	318		jquery-ui.theme.min.css	1590488115232	1590488115285	OK	 
REQUEST	307		jquery-ui.theme.min.css	1590488115271	1590488115290	OK	 
REQUEST	318		bootstrap.min.js	1590488115284	1590488115290	OK	 
REQUEST	307		jquery-ui.min.css	1590488115271	1590488115297	OK	 
REQUEST	471		jquery-ui.theme.min.css	1590488115253	1590488115304	OK	 
REQUEST	327		jquery-ui.min.css	1590488115280	1590488115312	OK	 
REQUEST	471		jquery-ui.min.css	1590488115252	1590488115313	OK	 
REQUEST	471		jquery.min.js	1590488115304	1590488115316	OK	 
REQUEST	471		bootstrap.min.js	1590488115316	1590488115321	OK	 
REQUEST	327		jquery.min.js	1590488115313	1590488115322	OK	 
REQUEST	471		jquery-ui.min.js	1590488115314	1590488115326	OK	 
REQUEST	327		jquery-ui.min.js	1590488115322	1590488115332	OK	 
REQUEST	327		bootstrap.min.js	1590488115332	1590488115338	OK	 
REQUEST	306		jquery-ui.min.css	1590488115094	1590488115342	OK	 
REQUEST	298		jquery-ui.theme.min.css	1590488115095	1590488115346	OK	 
REQUEST	463		jquery-ui.theme.min.css	1590488115110	1590488115347	OK	 
REQUEST	297		jquery-ui.min.css	1590488115101	1590488115352	OK	 
REQUEST	306		jquery.min.js	1590488115342	1590488115356	OK	 
REQUEST	297		bootstrap.min.js	1590488115353	1590488115361	OK	 
REQUEST	463		jquery.min.js	1590488115348	1590488115362	OK	 
REQUEST	298		jquery-ui.min.css	1590488115095	1590488115367	OK	 
REQUEST	298		jquery.min.js	1590488115346	1590488115368	OK	 
REQUEST	306		jquery-ui.min.js	1590488115356	1590488115372	OK	 
REQUEST	298		bootstrap.min.js	1590488115368	1590488115376	OK	 
REQUEST	463		jquery-ui.min.js	1590488115362	1590488115379	OK	 
REQUEST	298		jquery-ui.min.js	1590488115367	1590488115385	OK	 
REQUEST	306		bootstrap.min.js	1590488115372	1590488115388	OK	 
REQUEST	470		jquery-ui.theme.min.css	1590488115136	1590488115390	OK	 
REQUEST	463		bootstrap.min.js	1590488115379	1590488115391	OK	 
REQUEST	463		jquery-ui.min.css	1590488115109	1590488115392	OK	 
REQUEST	306		jquery-ui.theme.min.css	1590488115094	1590488115394	OK	 
REQUEST	319		jquery-ui.min.css	1590488115156	1590488115399	OK	 
REQUEST	470		jquery.min.js	1590488115391	1590488115401	OK	 
REQUEST	300		Logged	1590488115402	1590488115406	OK	 
REQUEST	320		Logged	1590488115402	1590488115407	OK	 
USER	OK	465	START	1590488115408	1590488115408
REQUEST	300		Logged Redirect 1	1590488115406	1590488115410	OK	 
REQUEST	163		becomeSitterErrorGet	1590488115402	1590488115410	OK	 
REQUEST	470		jquery-ui.min.js	1590488115401	1590488115417	OK	 
REQUEST	465		Home	1590488115410	1590488115419	OK	 
REQUEST	320		Logged Redirect 1	1590488115408	1590488115420	OK	 
REQUEST	300		jquery-ui.theme.min.css	1590488115411	1590488115435	OK	 
REQUEST	470		bootstrap.min.js	1590488115417	1590488115439	OK	 
REQUEST	300		jquery-ui.min.css	1590488115411	1590488115441	OK	 
REQUEST	320		jquery-ui.min.css	1590488115421	1590488115444	OK	 
REQUEST	465		jquery-ui.min.css	1590488115420	1590488115445	OK	 
REQUEST	320		jquery-ui.theme.min.css	1590488115421	1590488115449	OK	 
REQUEST	465		jquery-ui.theme.min.css	1590488115420	1590488115453	OK	 
REQUEST	300		jquery.min.js	1590488115435	1590488115457	OK	 
REQUEST	320		jquery.min.js	1590488115445	1590488115461	OK	 
REQUEST	300		jquery-ui.min.js	1590488115441	1590488115465	OK	 
REQUEST	320		jquery-ui.min.js	1590488115450	1590488115468	OK	 
REQUEST	465		jquery-ui.min.js	1590488115453	1590488115470	OK	 
REQUEST	300		bootstrap.min.js	1590488115458	1590488115473	OK	 
REQUEST	465		bootstrap.min.js	1590488115470	1590488115475	OK	 
REQUEST	320		bootstrap.min.js	1590488115461	1590488115475	OK	 
USER	Error	472	START	1590488115475	1590488115475
REQUEST	472		Home	1590488115476	1590488115482	OK	 
REQUEST	472		jquery-ui.theme.min.css	1590488115484	1590488115492	OK	 
REQUEST	472		jquery-ui.min.css	1590488115483	1590488115493	OK	 
REQUEST	472		jquery.min.js	1590488115492	1590488115501	OK	 
REQUEST	472		jquery-ui.min.js	1590488115494	1590488115503	OK	 
REQUEST	465		jquery.min.js	1590488115446	1590488115505	OK	 
REQUEST	472		bootstrap.min.js	1590488115501	1590488115507	OK	 
REQUEST	464		jquery-ui.min.css	1590488115250	1590488115509	OK	 
REQUEST	312		jquery-ui.min.css	1590488115156	1590488115513	OK	 
REQUEST	296		jquery-ui.min.css	1590488115280	1590488115516	OK	 
REQUEST	464		jquery.min.js	1590488115509	1590488115519	OK	 
REQUEST	296		jquery.min.js	1590488115517	1590488115524	OK	 
REQUEST	464		jquery-ui.min.js	1590488115519	1590488115527	OK	 
REQUEST	296		jquery-ui.min.js	1590488115524	1590488115535	OK	 
REQUEST	464		bootstrap.min.js	1590488115527	1590488115537	OK	 
REQUEST	297		jquery-ui.min.js	1590488115150	1590488115539	OK	 
REQUEST	327		jquery-ui.theme.min.css	1590488115280	1590488115542	OK	 
REQUEST	464		jquery-ui.theme.min.css	1590488115251	1590488115543	OK	 
REQUEST	296		bootstrap.min.js	1590488115535	1590488115544	OK	 
REQUEST	307		jquery-ui.min.js	1590488115297	1590488115549	OK	 
REQUEST	296		jquery-ui.theme.min.css	1590488115280	1590488115550	OK	 
REQUEST	470		jquery-ui.min.css	1590488115136	1590488115552	OK	 
REQUEST	307		bootstrap.min.js	1590488115549	1590488115554	OK	 
REQUEST	307		jquery.min.js	1590488115291	1590488115557	OK	 
REQUEST	464		pets.png	1590488115251	1590488115558	OK	 
REQUEST	470		pets.png	1590488115136	1590488115558	OK	 
REQUEST	303		spring-pivotal-logo.png	1590488115205	1590488115560	OK	 
REQUEST	299		spring-pivotal-logo.png	1590488114980	1590488115561	OK	 
REQUEST	299		pets.png	1590488114980	1590488115562	OK	 
REQUEST	299		petclinic.css	1590488114979	1590488115577	OK	 
REQUEST	470		favicon.png	1590488115135	1590488115579	OK	 
REQUEST	311		favicon.png	1590488114983	1590488115582	OK	 
REQUEST	472		pets.png	1590488115484	1590488115585	OK	 
REQUEST	471		pets.png	1590488115253	1590488115587	OK	 
REQUEST	296		pets.png	1590488115280	1590488115588	OK	 
REQUEST	320		pets.png	1590488115421	1590488115590	OK	 
REQUEST	327		pets.png	1590488115280	1590488115591	OK	 
REQUEST	465		pets.png	1590488115420	1590488115593	OK	 
REQUEST	300		pets.png	1590488115411	1590488115594	OK	 
REQUEST	312		pets.png	1590488115156	1590488115595	OK	 
REQUEST	319		pets.png	1590488115156	1590488115600	OK	 
REQUEST	463		pets.png	1590488115110	1590488115601	OK	 
REQUEST	297		pets.png	1590488115101	1590488115603	OK	 
REQUEST	306		pets.png	1590488115094	1590488115606	OK	 
REQUEST	307		pets.png	1590488115271	1590488115607	OK	 
REQUEST	318		pets.png	1590488115232	1590488115608	OK	 
REQUEST	303		pets.png	1590488115204	1590488115609	OK	 
REQUEST	298		pets.png	1590488115095	1590488115611	OK	 
REQUEST	314		pets.png	1590488115030	1590488115615	OK	 
REQUEST	313		spring-pivotal-logo.png	1590488115037	1590488115616	OK	 
REQUEST	307		favicon.png	1590488115271	1590488115624	OK	 
REQUEST	94		becomeSitterErrorPost	1590488115616	1590488115628	OK	 
REQUEST	304		pets.png	1590488115157	1590488115631	OK	 
REQUEST	311		spring-pivotal-logo.png	1590488114983	1590488115633	OK	 
REQUEST	470		spring-pivotal-logo.png	1590488115136	1590488115635	OK	 
REQUEST	463		spring-pivotal-logo.png	1590488115110	1590488115635	OK	 
REQUEST	314		spring-pivotal-logo.png	1590488115030	1590488115636	OK	 
REQUEST	319		spring-pivotal-logo.png	1590488115156	1590488115638	OK	 
REQUEST	304		spring-pivotal-logo.png	1590488115157	1590488115638	OK	 
REQUEST	318		spring-pivotal-logo.png	1590488115232	1590488115640	OK	 
