ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.Historia18TestDiagnosis	historia18testdiagnosis	1590513708104	 	3.3.1
REQUEST	980		Logged	1590513734677	1590513734678	OK	 
REQUEST	930		Logged	1590513734677	1590513734679	OK	 
REQUEST	2581		Home	1590513734677	1590513734680	OK	 
REQUEST	980		Logged Redirect 1	1590513734678	1590513734680	OK	 
REQUEST	930		Logged Redirect 1	1590513734680	1590513734682	OK	 
USER	VetWithDiagnosis	2531	START	1590513734688	1590513734688
REQUEST	1729		Login	1590513734688	1590513734688	OK	 
REQUEST	981		Logged	1590513734688	1590513734689	OK	 
REQUEST	931		Logged	1590513734688	1590513734689	OK	 
REQUEST	2531		Home	1590513734688	1590513734691	OK	 
REQUEST	179		ShowMyDiagnosis	1590513734688	1590513734691	OK	 
REQUEST	981		Logged Redirect 1	1590513734689	1590513734692	OK	 
REQUEST	1779		Login	1590513734688	1590513734692	OK	 
REQUEST	931		Logged Redirect 1	1590513734689	1590513734693	OK	 
REQUEST	77		ShowMyDiagnosis	1590513734688	1590513734695	OK	 
USER	VetWithoutDiagnosis	2582	START	1590513734699	1590513734699
REQUEST	2582		Home	1590513734699	1590513734701	OK	 
USER	VetWithDiagnosis	2532	START	1590513734710	1590513734710
REQUEST	1730		Login	1590513734710	1590513734710	OK	 
REQUEST	982		Logged	1590513734710	1590513734711	OK	 
REQUEST	932		Logged	1590513734710	1590513734712	OK	 
REQUEST	180		ShowMyDiagnosis	1590513734710	1590513734713	OK	 
REQUEST	982		Logged Redirect 1	1590513734712	1590513734713	OK	 
REQUEST	932		Logged Redirect 1	1590513734712	1590513734713	OK	 
REQUEST	2532		Home	1590513734710	1590513734714	OK	 
REQUEST	1780		Login	1590513734710	1590513734714	OK	 
REQUEST	78		ShowMyDiagnosis	1590513734710	1590513734717	OK	 
USER	VetWithoutDiagnosis	2583	START	1590513734721	1590513734721
REQUEST	2583		Home	1590513734721	1590513734723	OK	 
USER	VetWithDiagnosis	2533	START	1590513734725	1590513734725
REQUEST	1781		Login	1590513734725	1590513734727	OK	 
REQUEST	1731		Login	1590513734725	1590513734727	OK	 
REQUEST	983		Logged	1590513734725	1590513734727	OK	 
REQUEST	181		ShowMyDiagnosis	1590513734725	1590513734729	OK	 
REQUEST	983		Logged Redirect 1	1590513734727	1590513734729	OK	 
REQUEST	2533		Home	1590513734726	1590513734730	OK	 
REQUEST	79		ShowMyDiagnosis	1590513734725	1590513734731	OK	 
USER	VetWithoutDiagnosis	2584	START	1590513734741	1590513734741
REQUEST	933		Logged	1590513734741	1590513734742	OK	 
REQUEST	2584		Home	1590513734741	1590513734744	OK	 
REQUEST	933		Logged Redirect 1	1590513734742	1590513734745	OK	 
USER	VetWithDiagnosis	2534	START	1590513734745	1590513734745
REQUEST	1782		Login	1590513734745	1590513734746	OK	 
REQUEST	1732		Login	1590513734745	1590513734747	OK	 
REQUEST	984		Logged	1590513734745	1590513734748	OK	 
REQUEST	934		Logged	1590513734745	1590513734748	OK	 
REQUEST	2534		Home	1590513734746	1590513734749	OK	 
REQUEST	182		ShowMyDiagnosis	1590513734745	1590513734750	OK	 
REQUEST	984		Logged Redirect 1	1590513734748	1590513734750	OK	 
REQUEST	934		Logged Redirect 1	1590513734748	1590513734750	OK	 
REQUEST	80		ShowMyDiagnosis	1590513734745	1590513734752	OK	 
USER	VetWithoutDiagnosis	2585	START	1590513734755	1590513734755
REQUEST	1733		Login	1590513734755	1590513734756	OK	 
REQUEST	1783		Login	1590513734755	1590513734757	OK	 
REQUEST	2585		Home	1590513734756	1590513734758	OK	 
USER	VetWithDiagnosis	2535	START	1590513734767	1590513734767
REQUEST	985		Logged	1590513734767	1590513734768	OK	 
REQUEST	183		ShowMyDiagnosis	1590513734767	1590513734768	OK	 
REQUEST	2535		Home	1590513734767	1590513734769	OK	 
REQUEST	985		Logged Redirect 1	1590513734768	1590513734770	OK	 
REQUEST	81		ShowMyDiagnosis	1590513734767	1590513734771	OK	 
USER	VetWithoutDiagnosis	2586	START	1590513734777	1590513734777
REQUEST	935		Logged	1590513734778	1590513734781	OK	 
REQUEST	184		ShowMyDiagnosis	1590513734778	1590513734782	OK	 
REQUEST	2586		Home	1590513734778	1590513734783	OK	 
REQUEST	935		Logged Redirect 1	1590513734781	1590513734785	OK	 
USER	VetWithDiagnosis	2536	START	1590513734788	1590513734788
REQUEST	1734		Login	1590513734789	1590513734790	OK	 
REQUEST	1784		Login	1590513734789	1590513734793	OK	 
REQUEST	2536		Home	1590513734789	1590513734794	OK	 
REQUEST	82		ShowMyDiagnosis	1590513734789	1590513734797	OK	 
USER	VetWithoutDiagnosis	2587	START	1590513734799	1590513734799
REQUEST	986		Logged	1590513734800	1590513734801	OK	 
REQUEST	936		Logged	1590513734800	1590513734802	OK	 
REQUEST	986		Logged Redirect 1	1590513734801	1590513734803	OK	 
REQUEST	2587		Home	1590513734800	1590513734803	OK	 
REQUEST	936		Logged Redirect 1	1590513734802	1590513734805	OK	 
USER	VetWithDiagnosis	2537	START	1590513734810	1590513734810
REQUEST	1735		Login	1590513734810	1590513734811	OK	 
REQUEST	1785		Login	1590513734810	1590513734812	OK	 
REQUEST	185		ShowMyDiagnosis	1590513734810	1590513734813	OK	 
REQUEST	2537		Home	1590513734811	1590513734814	OK	 
USER	VetWithoutDiagnosis	2588	START	1590513734815	1590513734815
REQUEST	987		Logged	1590513734815	1590513734817	OK	 
REQUEST	937		Logged	1590513734815	1590513734818	OK	 
REQUEST	83		ShowMyDiagnosis	1590513734810	1590513734819	OK	 
REQUEST	2588		Home	1590513734816	1590513734819	OK	 
REQUEST	987		Logged Redirect 1	1590513734817	1590513734820	OK	 
REQUEST	937		Logged Redirect 1	1590513734818	1590513734820	OK	 
USER	VetWithDiagnosis	2538	START	1590513734826	1590513734826
REQUEST	1736		Login	1590513734826	1590513734827	OK	 
REQUEST	186		ShowMyDiagnosis	1590513734826	1590513734829	OK	 
REQUEST	187		ShowMyDiagnosis	1590513734826	1590513734829	OK	 
REQUEST	2538		Home	1590513734827	1590513734829	OK	 
REQUEST	1786		Login	1590513734826	1590513734830	OK	 
REQUEST	84		ShowMyDiagnosis	1590513734826	1590513734832	OK	 
USER	VetWithoutDiagnosis	2589	START	1590513734837	1590513734837
REQUEST	939		Logged	1590513734837	1590513734838	OK	 
REQUEST	938		Logged	1590513734837	1590513734839	OK	 
REQUEST	989		Logged	1590513734837	1590513734839	OK	 
REQUEST	988		Logged	1590513734837	1590513734839	OK	 
REQUEST	2589		Home	1590513734837	1590513734840	OK	 
REQUEST	989		Logged Redirect 1	1590513734839	1590513734841	OK	 
REQUEST	939		Logged Redirect 1	1590513734838	1590513734842	OK	 
REQUEST	938		Logged Redirect 1	1590513734839	1590513734843	OK	 
REQUEST	988		Logged Redirect 1	1590513734839	1590513734843	OK	 
REQUEST	85		ShowMyDiagnosis	1590513734837	1590513734845	OK	 
USER	VetWithDiagnosis	2539	START	1590513734848	1590513734848
REQUEST	1737		Login	1590513734848	1590513734849	OK	 
REQUEST	1787		Login	1590513734848	1590513734850	OK	 
REQUEST	2539		Home	1590513734848	1590513734851	OK	 
USER	VetWithoutDiagnosis	2590	START	1590513734859	1590513734859
REQUEST	1738		Login	1590513734859	1590513734860	OK	 
REQUEST	2590		Home	1590513734859	1590513734862	OK	 
REQUEST	188		ShowMyDiagnosis	1590513734859	1590513734862	OK	 
REQUEST	86		ShowMyDiagnosis	1590513734859	1590513734864	OK	 
USER	VetWithDiagnosis	2540	START	1590513734870	1590513734870
REQUEST	990		Logged	1590513734870	1590513734871	OK	 
REQUEST	1788		Login	1590513734870	1590513734871	OK	 
REQUEST	2540		Home	1590513734870	1590513734873	OK	 
REQUEST	940		Logged	1590513734870	1590513734873	OK	 
REQUEST	990		Logged Redirect 1	1590513734871	1590513734874	OK	 
REQUEST	940		Logged Redirect 1	1590513734873	1590513734875	OK	 
USER	VetWithoutDiagnosis	2591	START	1590513734881	1590513734881
REQUEST	1789		Login	1590513734881	1590513734882	OK	 
REQUEST	1739		Login	1590513734881	1590513734883	OK	 
REQUEST	2591		Home	1590513734881	1590513734884	OK	 
USER	VetWithDiagnosis	2541	START	1590513734885	1590513734885
REQUEST	189		ShowMyDiagnosis	1590513734885	1590513734888	OK	 
REQUEST	2541		Home	1590513734886	1590513734888	OK	 
REQUEST	87		ShowMyDiagnosis	1590513734885	1590513734890	OK	 
USER	VetWithoutDiagnosis	2592	START	1590513734896	1590513734896
REQUEST	991		Logged	1590513734896	1590513734897	OK	 
REQUEST	2592		Home	1590513734896	1590513734898	OK	 
REQUEST	941		Logged	1590513734896	1590513734898	OK	 
REQUEST	991		Logged Redirect 1	1590513734897	1590513734899	OK	 
REQUEST	941		Logged Redirect 1	1590513734899	1590513734900	OK	 
USER	VetWithDiagnosis	2542	START	1590513734907	1590513734907
REQUEST	1740		Login	1590513734907	1590513734908	OK	 
REQUEST	942		Logged	1590513734907	1590513734909	OK	 
REQUEST	2542		Home	1590513734907	1590513734911	OK	 
REQUEST	190		ShowMyDiagnosis	1590513734907	1590513734912	OK	 
REQUEST	1790		Login	1590513734907	1590513734912	OK	 
REQUEST	942		Logged Redirect 1	1590513734909	1590513734912	OK	 
REQUEST	88		ShowMyDiagnosis	1590513734907	1590513734914	OK	 
USER	VetWithoutDiagnosis	2593	START	1590513734918	1590513734918
REQUEST	992		Logged	1590513734918	1590513734919	OK	 
REQUEST	992		Logged Redirect 1	1590513734919	1590513734921	OK	 
REQUEST	2593		Home	1590513734918	1590513734921	OK	 
USER	VetWithDiagnosis	2543	START	1590513734929	1590513734929
REQUEST	1791		Login	1590513734929	1590513734930	OK	 
REQUEST	1741		Login	1590513734929	1590513734930	OK	 
REQUEST	191		ShowMyDiagnosis	1590513734929	1590513734932	OK	 
REQUEST	2543		Home	1590513734929	1590513734933	OK	 
REQUEST	89		ShowMyDiagnosis	1590513734929	1590513734934	OK	 
USER	VetWithoutDiagnosis	2594	START	1590513734940	1590513734940
REQUEST	943		Logged	1590513734940	1590513734941	OK	 
REQUEST	993		Logged	1590513734940	1590513734942	OK	 
REQUEST	943		Logged Redirect 1	1590513734941	1590513734943	OK	 
REQUEST	2594		Home	1590513734940	1590513734943	OK	 
REQUEST	993		Logged Redirect 1	1590513734942	1590513734944	OK	 
USER	VetWithDiagnosis	2544	START	1590513734951	1590513734951
REQUEST	1742		Login	1590513734951	1590513734952	OK	 
REQUEST	192		ShowMyDiagnosis	1590513734951	1590513734954	OK	 
REQUEST	2544		Home	1590513734951	1590513734954	OK	 
REQUEST	1792		Login	1590513734951	1590513734955	OK	 
USER	VetWithoutDiagnosis	2595	START	1590513734955	1590513734955
REQUEST	1743		Login	1590513734955	1590513734956	OK	 
REQUEST	944		Logged	1590513734955	1590513734965	OK	 
REQUEST	994		Logged	1590513734955	1590513734965	OK	 
REQUEST	90		ShowMyDiagnosis	1590513734951	1590513734965	OK	 
USER	VetWithDiagnosis	2545	START	1590513734966	1590513734966
REQUEST	2595		Home	1590513734956	1590513734966	OK	 
REQUEST	193		ShowMyDiagnosis	1590513734966	1590513734968	OK	 
REQUEST	944		Logged Redirect 1	1590513734965	1590513734969	OK	 
REQUEST	994		Logged Redirect 1	1590513734965	1590513734969	OK	 
REQUEST	2545		Home	1590513734966	1590513734969	OK	 
REQUEST	91		ShowMyDiagnosis	1590513734966	1590513734972	OK	 
USER	VetWithoutDiagnosis	2596	START	1590513734977	1590513734977
REQUEST	1793		Login	1590513734977	1590513734978	OK	 
REQUEST	995		Logged	1590513734977	1590513734978	OK	 
REQUEST	2596		Home	1590513734977	1590513734979	OK	 
REQUEST	945		Logged	1590513734977	1590513734979	OK	 
REQUEST	995		Logged Redirect 1	1590513734978	1590513734980	OK	 
REQUEST	945		Logged Redirect 1	1590513734979	1590513734981	OK	 
USER	VetWithDiagnosis	2546	START	1590513734988	1590513734988
REQUEST	1744		Login	1590513734988	1590513734989	OK	 
REQUEST	1794		Login	1590513734988	1590513734989	OK	 
REQUEST	194		ShowMyDiagnosis	1590513734988	1590513734991	OK	 
REQUEST	2546		Home	1590513734988	1590513734993	OK	 
REQUEST	92		ShowMyDiagnosis	1590513734988	1590513734994	OK	 
USER	VetWithoutDiagnosis	2597	START	1590513734999	1590513734999
REQUEST	996		Logged	1590513734999	1590513735000	OK	 
REQUEST	946		Logged	1590513734999	1590513735001	OK	 
REQUEST	2597		Home	1590513734999	1590513735001	OK	 
REQUEST	996		Logged Redirect 1	1590513735000	1590513735001	OK	 
REQUEST	946		Logged Redirect 1	1590513735001	1590513735003	OK	 
USER	VetWithDiagnosis	2547	START	1590513735010	1590513735010
REQUEST	1795		Login	1590513735010	1590513735011	OK	 
REQUEST	1745		Login	1590513735010	1590513735012	OK	 
REQUEST	195		ShowMyDiagnosis	1590513735010	1590513735014	OK	 
REQUEST	2547		Home	1590513735010	1590513735014	OK	 
REQUEST	93		ShowMyDiagnosis	1590513735010	1590513735015	OK	 
USER	VetWithoutDiagnosis	2598	START	1590513735021	1590513735021
REQUEST	997		Logged	1590513735021	1590513735021	OK	 
REQUEST	947		Logged	1590513735021	1590513735023	OK	 
REQUEST	997		Logged Redirect 1	1590513735022	1590513735023	OK	 
REQUEST	2598		Home	1590513735021	1590513735023	OK	 
REQUEST	947		Logged Redirect 1	1590513735023	1590513735025	OK	 
USER	VetWithDiagnosis	2548	START	1590513735025	1590513735025
REQUEST	1796		Login	1590513735025	1590513735027	OK	 
REQUEST	998		Logged	1590513735026	1590513735027	OK	 
REQUEST	948		Logged	1590513735025	1590513735028	OK	 
REQUEST	1746		Login	1590513735025	1590513735028	OK	 
REQUEST	998		Logged Redirect 1	1590513735027	1590513735029	OK	 
REQUEST	196		ShowMyDiagnosis	1590513735026	1590513735029	OK	 
REQUEST	2548		Home	1590513735026	1590513735029	OK	 
REQUEST	948		Logged Redirect 1	1590513735028	1590513735030	OK	 
REQUEST	94		ShowMyDiagnosis	1590513735025	1590513735031	OK	 
USER	VetWithoutDiagnosis	2599	START	1590513735036	1590513735036
REQUEST	999		Logged	1590513735036	1590513735037	OK	 
REQUEST	949		Logged	1590513735036	1590513735038	OK	 
REQUEST	2599		Home	1590513735036	1590513735038	OK	 
REQUEST	949		Logged Redirect 1	1590513735038	1590513735039	OK	 
REQUEST	999		Logged Redirect 1	1590513735037	1590513735039	OK	 
REQUEST	197		ShowMyDiagnosis	1590513735036	1590513735040	OK	 
REQUEST	95		ShowMyDiagnosis	1590513735036	1590513735043	OK	 
USER	VetWithDiagnosis	2549	START	1590513735047	1590513735047
REQUEST	1797		Login	1590513735047	1590513735048	OK	 
REQUEST	2549		Home	1590513735047	1590513735049	OK	 
REQUEST	1747		Login	1590513735047	1590513735049	OK	 
USER	VetWithoutDiagnosis	2600	START	1590513735058	1590513735058
REQUEST	198		ShowMyDiagnosis	1590513735058	1590513735061	OK	 
REQUEST	2600		Home	1590513735058	1590513735061	OK	 
REQUEST	96		ShowMyDiagnosis	1590513735058	1590513735065	OK	 
USER	VetWithDiagnosis	2550	START	1590513735069	1590513735069
REQUEST	1798		Login	1590513735069	1590513735070	OK	 
REQUEST	1748		Login	1590513735069	1590513735070	OK	 
REQUEST	2550		Home	1590513735069	1590513735072	OK	 
USER	VetWithoutDiagnosis	2601	START	1590513735080	1590513735080
REQUEST	1000		Logged	1590513735080	1590513735080	OK	 
REQUEST	2601		Home	1590513735080	1590513735082	OK	 
REQUEST	950		Logged	1590513735080	1590513735082	OK	 
REQUEST	1000		Logged Redirect 1	1590513735081	1590513735082	OK	 
REQUEST	950		Logged Redirect 1	1590513735082	1590513735084	OK	 
USER	VetWithDiagnosis	2551	START	1590513735091	1590513735091
REQUEST	1749		Login	1590513735091	1590513735091	OK	 
REQUEST	1799		Login	1590513735091	1590513735093	OK	 
REQUEST	2551		Home	1590513735091	1590513735094	OK	 
USER	VetWithoutDiagnosis	2602	START	1590513735095	1590513735095
REQUEST	1001		Logged	1590513735095	1590513735097	OK	 
REQUEST	951		Logged	1590513735095	1590513735097	OK	 
REQUEST	199		ShowMyDiagnosis	1590513735095	1590513735099	OK	 
REQUEST	2602		Home	1590513735096	1590513735100	OK	 
REQUEST	951		Logged Redirect 1	1590513735097	1590513735100	OK	 
REQUEST	1001		Logged Redirect 1	1590513735097	1590513735101	OK	 
REQUEST	97		ShowMyDiagnosis	1590513735095	1590513735102	OK	 
USER	VetWithDiagnosis	2552	START	1590513735106	1590513735106
REQUEST	1750		Login	1590513735106	1590513735106	OK	 
REQUEST	1800		Login	1590513735106	1590513735107	OK	 
REQUEST	200		ShowMyDiagnosis	1590513735106	1590513735108	OK	 
REQUEST	2552		Home	1590513735106	1590513735110	OK	 
REQUEST	98		ShowMyDiagnosis	1590513735106	1590513735112	OK	 
USER	VetWithoutDiagnosis	2603	START	1590513735116	1590513735116
REQUEST	2603		Home	1590513735117	1590513735119	OK	 
USER	VetWithDiagnosis	2553	START	1590513735127	1590513735127
REQUEST	952		Logged	1590513735128	1590513735129	OK	 
REQUEST	1002		Logged	1590513735128	1590513735129	OK	 
REQUEST	201		ShowMyDiagnosis	1590513735128	1590513735130	OK	 
REQUEST	1002		Logged Redirect 1	1590513735129	1590513735132	OK	 
REQUEST	952		Logged Redirect 1	1590513735129	1590513735132	OK	 
REQUEST	2553		Home	1590513735128	1590513735132	OK	 
REQUEST	99		ShowMyDiagnosis	1590513735128	1590513735133	OK	 
USER	VetWithoutDiagnosis	2604	START	1590513735138	1590513735138
REQUEST	1003		Logged	1590513735139	1590513735139	OK	 
REQUEST	953		Logged	1590513735139	1590513735140	OK	 
REQUEST	1003		Logged Redirect 1	1590513735139	1590513735141	OK	 
REQUEST	2604		Home	1590513735139	1590513735141	OK	 
REQUEST	953		Logged Redirect 1	1590513735140	1590513735143	OK	 
USER	VetWithDiagnosis	2554	START	1590513735149	1590513735149
REQUEST	1803		Login	1590513735149	1590513735150	OK	 
REQUEST	1751		Login	1590513735149	1590513735152	OK	 
REQUEST	1801		Login	1590513735149	1590513735152	OK	 
REQUEST	1752		Login	1590513735149	1590513735152	OK	 
REQUEST	1854		Login	1590513735149	1590513735152	OK	 
REQUEST	1802		Login	1590513735149	1590513735152	OK	 
REQUEST	2554		Home	1590513735150	1590513735153	OK	 
REQUEST	1004		Logged	1590513735160	1590513735162	OK	 
REQUEST	954		Logged	1590513735160	1590513735162	OK	 
REQUEST	202		ShowMyDiagnosis	1590513735160	1590513735162	OK	 
REQUEST	1004		Logged Redirect 1	1590513735162	1590513735164	OK	 
REQUEST	954		Logged Redirect 1	1590513735162	1590513735164	OK	 
USER	VetWithoutDiagnosis	2655	START	1590513735165	1590513735165
USER	VetWithDiagnosis	2605	START	1590513735165	1590513735165
REQUEST	203		ShowMyDiagnosis	1590513735165	1590513735168	OK	 
REQUEST	2605		Home	1590513735166	1590513735169	OK	 
REQUEST	2655		Home	1590513735166	1590513735169	OK	 
REQUEST	100		ShowMyDiagnosis	1590513735165	1590513735172	OK	 
REQUEST	101		ShowMyDiagnosis	1590513735165	1590513735172	OK	 
REQUEST	204		ShowMyDiagnosis	1590513735176	1590513735180	OK	 
USER	VetWithoutDiagnosis	2656	START	1590513735187	1590513735187
USER	VetWithDiagnosis	2606	START	1590513735187	1590513735187
REQUEST	1855		Login	1590513735187	1590513735188	OK	 
REQUEST	1804		Login	1590513735187	1590513735190	OK	 
REQUEST	255		ShowMyDiagnosis	1590513735187	1590513735190	OK	 
REQUEST	2606		Home	1590513735188	1590513735190	OK	 
REQUEST	2656		Home	1590513735188	1590513735190	OK	 
REQUEST	1005		Logged	1590513735198	1590513735200	OK	 
REQUEST	1054		Logged	1590513735198	1590513735200	OK	 
REQUEST	1005		Logged Redirect 1	1590513735200	1590513735202	OK	 
REQUEST	1054		Logged Redirect 1	1590513735200	1590513735202	OK	 
REQUEST	205		ShowMyDiagnosis	1590513735198	1590513735204	OK	 
USER	VetWithoutDiagnosis	2657	START	1590513735209	1590513735209
USER	VetWithDiagnosis	2607	START	1590513735209	1590513735209
REQUEST	1805		Login	1590513735209	1590513735212	OK	 
REQUEST	1856		Login	1590513735209	1590513735212	OK	 
REQUEST	1055		Logged	1590513735209	1590513735212	OK	 
REQUEST	1006		Logged	1590513735210	1590513735213	OK	 
REQUEST	2657		Home	1590513735210	1590513735214	OK	 
REQUEST	2607		Home	1590513735210	1590513735215	OK	 
REQUEST	256		ShowMyDiagnosis	1590513735209	1590513735215	OK	 
REQUEST	1055		Logged Redirect 1	1590513735212	1590513735216	OK	 
REQUEST	1006		Logged Redirect 1	1590513735213	1590513735216	OK	 
REQUEST	206		ShowMyDiagnosis	1590513735209	1590513735219	OK	 
REQUEST	1857		Login	1590513735220	1590513735221	OK	 
REQUEST	1806		Login	1590513735220	1590513735221	OK	 
USER	VetWithDiagnosis	2608	START	1590513735231	1590513735231
USER	VetWithoutDiagnosis	2658	START	1590513735231	1590513735231
REQUEST	2658		Home	1590513735231	1590513735234	OK	 
REQUEST	2608		Home	1590513735231	1590513735235	OK	 
REQUEST	1007		Logged	1590513735235	1590513735237	OK	 
REQUEST	1056		Logged	1590513735235	1590513735237	OK	 
REQUEST	1056		Logged Redirect 1	1590513735237	1590513735238	OK	 
REQUEST	257		ShowMyDiagnosis	1590513735235	1590513735238	OK	 
REQUEST	1007		Logged Redirect 1	1590513735237	1590513735240	OK	 
REQUEST	207		ShowMyDiagnosis	1590513735235	1590513735242	OK	 
USER	VetWithDiagnosis	2609	START	1590513735246	1590513735246
USER	VetWithoutDiagnosis	2659	START	1590513735246	1590513735246
REQUEST	1807		Login	1590513735246	1590513735247	OK	 
REQUEST	2659		Home	1590513735246	1590513735249	OK	 
REQUEST	2609		Home	1590513735246	1590513735249	OK	 
REQUEST	1858		Login	1590513735246	1590513735249	OK	 
REQUEST	1057		Logged	1590513735257	1590513735259	OK	 
REQUEST	1008		Logged	1590513735257	1590513735259	OK	 
REQUEST	258		ShowMyDiagnosis	1590513735257	1590513735260	OK	 
REQUEST	1057		Logged Redirect 1	1590513735259	1590513735261	OK	 
REQUEST	1008		Logged Redirect 1	1590513735259	1590513735261	OK	 
REQUEST	208		ShowMyDiagnosis	1590513735257	1590513735263	OK	 
USER	VetWithoutDiagnosis	2660	START	1590513735268	1590513735268
USER	VetWithDiagnosis	2610	START	1590513735268	1590513735268
REQUEST	1058		Logged	1590513735268	1590513735270	OK	 
REQUEST	1009		Logged	1590513735268	1590513735270	OK	 
REQUEST	1808		Login	1590513735268	1590513735270	OK	 
REQUEST	1859		Login	1590513735268	1590513735270	OK	 
REQUEST	259		ShowMyDiagnosis	1590513735268	1590513735271	OK	 
REQUEST	2660		Home	1590513735268	1590513735272	OK	 
REQUEST	2610		Home	1590513735268	1590513735272	OK	 
REQUEST	1009		Logged Redirect 1	1590513735270	1590513735273	OK	 
REQUEST	1058		Logged Redirect 1	1590513735270	1590513735273	OK	 
REQUEST	209		ShowMyDiagnosis	1590513735268	1590513735275	OK	 
REQUEST	1010		Logged	1590513735279	1590513735281	OK	 
REQUEST	1059		Logged	1590513735279	1590513735281	OK	 
REQUEST	260		ShowMyDiagnosis	1590513735279	1590513735282	OK	 
REQUEST	1010		Logged Redirect 1	1590513735281	1590513735283	OK	 
REQUEST	1059		Logged Redirect 1	1590513735281	1590513735283	OK	 
REQUEST	210		ShowMyDiagnosis	1590513735279	1590513735284	OK	 
USER	VetWithDiagnosis	2611	START	1590513735290	1590513735290
USER	VetWithoutDiagnosis	2661	START	1590513735290	1590513735290
REQUEST	1860		Login	1590513735290	1590513735291	OK	 
REQUEST	1809		Login	1590513735290	1590513735292	OK	 
REQUEST	2611		Home	1590513735290	1590513735294	OK	 
REQUEST	2661		Home	1590513735290	1590513735294	OK	 
REQUEST	1861		Login	1590513735301	1590513735302	OK	 
REQUEST	1810		Login	1590513735301	1590513735302	OK	 
USER	VetWithoutDiagnosis	2662	START	1590513735305	1590513735305
USER	VetWithDiagnosis	2612	START	1590513735305	1590513735305
REQUEST	2612		Home	1590513735305	1590513735307	OK	 
REQUEST	2662		Home	1590513735305	1590513735308	OK	 
REQUEST	1060		Logged	1590513735316	1590513735317	OK	 
REQUEST	1011		Logged	1590513735316	1590513735318	OK	 
REQUEST	1060		Logged Redirect 1	1590513735317	1590513735319	OK	 
REQUEST	261		ShowMyDiagnosis	1590513735316	1590513735320	OK	 
REQUEST	1011		Logged Redirect 1	1590513735318	1590513735320	OK	 
REQUEST	211		ShowMyDiagnosis	1590513735316	1590513735323	OK	 
USER	VetWithDiagnosis	2613	START	1590513735327	1590513735327
USER	VetWithoutDiagnosis	2663	START	1590513735327	1590513735327
REQUEST	1811		Login	1590513735327	1590513735328	OK	 
REQUEST	1862		Login	1590513735327	1590513735328	OK	 
REQUEST	2663		Home	1590513735327	1590513735330	OK	 
REQUEST	2613		Home	1590513735327	1590513735330	OK	 
REQUEST	1061		Logged	1590513735338	1590513735339	OK	 
REQUEST	1012		Logged	1590513735338	1590513735339	OK	 
REQUEST	262		ShowMyDiagnosis	1590513735338	1590513735340	OK	 
REQUEST	1012		Logged Redirect 1	1590513735339	1590513735341	OK	 
REQUEST	1061		Logged Redirect 1	1590513735339	1590513735341	OK	 
REQUEST	212		ShowMyDiagnosis	1590513735338	1590513735344	OK	 
USER	VetWithDiagnosis	2614	START	1590513735349	1590513735349
USER	VetWithoutDiagnosis	2664	START	1590513735349	1590513735349
REQUEST	1863		Login	1590513735349	1590513735350	OK	 
REQUEST	1812		Login	1590513735349	1590513735351	OK	 
REQUEST	2664		Home	1590513735349	1590513735352	OK	 
REQUEST	2614		Home	1590513735349	1590513735352	OK	 
REQUEST	1013		Logged	1590513735360	1590513735361	OK	 
REQUEST	263		ShowMyDiagnosis	1590513735360	1590513735362	OK	 
REQUEST	1062		Logged	1590513735360	1590513735363	OK	 
REQUEST	1013		Logged Redirect 1	1590513735362	1590513735364	OK	 
REQUEST	1062		Logged Redirect 1	1590513735363	1590513735366	OK	 
REQUEST	213		ShowMyDiagnosis	1590513735360	1590513735377	OK	 
USER	VetWithoutDiagnosis	2665	START	1590513735377	1590513735377
REQUEST	1813		Login	1590513735377	1590513735379	OK	 
REQUEST	1063		Logged	1590513735377	1590513735380	OK	 
USER	VetWithDiagnosis	2615	START	1590513735377	1590513735377
REQUEST	1864		Login	1590513735377	1590513735380	OK	 
REQUEST	264		ShowMyDiagnosis	1590513735377	1590513735381	OK	 
REQUEST	1014		Logged	1590513735377	1590513735381	OK	 
REQUEST	1063		Logged Redirect 1	1590513735380	1590513735383	OK	 
REQUEST	2665		Home	1590513735377	1590513735383	OK	 
REQUEST	2615		Home	1590513735379	1590513735384	OK	 
REQUEST	1014		Logged Redirect 1	1590513735381	1590513735384	OK	 
REQUEST	214		ShowMyDiagnosis	1590513735377	1590513735387	OK	 
USER	VetWithoutDiagnosis	2666	START	1590513735388	1590513735388
REQUEST	1015		Logged	1590513735387	1590513735388	OK	 
REQUEST	1814		Login	1590513735387	1590513735389	OK	 
USER	VetWithDiagnosis	2616	START	1590513735388	1590513735388
REQUEST	1865		Login	1590513735387	1590513735389	OK	 
REQUEST	1064		Logged	1590513735387	1590513735390	OK	 
REQUEST	1015		Logged Redirect 1	1590513735388	1590513735393	OK	 
REQUEST	1064		Logged Redirect 1	1590513735390	1590513735394	OK	 
REQUEST	2666		Home	1590513735388	1590513735395	OK	 
REQUEST	2616		Home	1590513735388	1590513735395	OK	 
REQUEST	265		ShowMyDiagnosis	1590513735387	1590513735397	OK	 
REQUEST	1016		Logged	1590513735398	1590513735399	OK	 
REQUEST	215		ShowMyDiagnosis	1590513735387	1590513735399	OK	 
