ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.History17OwnerPets	history17ownerpets	1590493698476	 	3.3.1
REQUEST	331		jquery-ui.min.css	1590493735996	1590493736050	OK	 
REQUEST	327		jquery-ui.min.css	1590493735979	1590493736052	OK	 
REQUEST	218		Logged Redirect 1	1590493736011	1590493736055	OK	 
REQUEST	244		bootstrap.min.css	1590493735962	1590493736072	OK	 
REQUEST	247		bootstrap.min.css	1590493735953	1590493736072	OK	 
REQUEST	247		signin.css	1590493735953	1590493736073	OK	 
REQUEST	244		signin.css	1590493735961	1590493736080	OK	 
REQUEST	218		jquery-ui.min.css	1590493736056	1590493736093	OK	 
REQUEST	327		jquery.min.js	1590493736047	1590493736095	OK	 
REQUEST	327		jquery-ui.min.js	1590493736053	1590493736101	OK	 
REQUEST	248		bootstrap.min.css	1590493735991	1590493736102	OK	 
REQUEST	218		jquery.min.js	1590493736093	1590493736106	OK	 
REQUEST	218		jquery-ui.theme.min.css	1590493736056	1590493736108	OK	 
REQUEST	218		bootstrap.min.js	1590493736108	1590493736114	OK	 
REQUEST	218		jquery-ui.min.js	1590493736106	1590493736116	OK	 
REQUEST	327		bootstrap.min.js	1590493736096	1590493736119	OK	 
REQUEST	245		Login	1590493736121	1590493736123	OK	 
REQUEST	249		Login	1590493736125	1590493736128	OK	 
REQUEST	248		signin.css	1590493735990	1590493736132	OK	 
REQUEST	225		Logged	1590493736137	1590493736141	OK	 
REQUEST	225		Logged Redirect 1	1590493736141	1590493736147	OK	 
REQUEST	225		jquery-ui.theme.min.css	1590493736148	1590493736157	OK	 
REQUEST	225		jquery-ui.min.css	1590493736148	1590493736162	OK	 
REQUEST	230		Logged	1590493736151	1590493736163	OK	 
REQUEST	230		Logged Redirect 1	1590493736163	1590493736168	OK	 
REQUEST	225		jquery-ui.min.js	1590493736163	1590493736175	OK	 
REQUEST	225		jquery.min.js	1590493736157	1590493736178	OK	 
REQUEST	230		jquery-ui.theme.min.css	1590493736169	1590493736184	OK	 
REQUEST	225		bootstrap.min.js	1590493736176	1590493736185	OK	 
REQUEST	230		jquery-ui.min.css	1590493736169	1590493736189	OK	 
REQUEST	230		jquery.min.js	1590493736184	1590493736195	OK	 
REQUEST	230		jquery-ui.min.js	1590493736189	1590493736200	OK	 
REQUEST	230		bootstrap.min.js	1590493736195	1590493736206	OK	 
REQUEST	226		Logged	1590493736201	1590493736209	OK	 
REQUEST	226		Logged Redirect 1	1590493736209	1590493736213	OK	 
REQUEST	231		Logged	1590493736210	1590493736216	OK	 
REQUEST	231		Logged Redirect 1	1590493736216	1590493736223	OK	 
REQUEST	231		jquery-ui.theme.min.css	1590493736225	1590493736231	OK	 
REQUEST	231		jquery-ui.min.css	1590493736225	1590493736234	OK	 
REQUEST	226		jquery-ui.min.css	1590493736213	1590493736238	OK	 
REQUEST	226		jquery-ui.theme.min.css	1590493736213	1590493736241	OK	 
REQUEST	226		jquery.min.js	1590493736238	1590493736243	OK	 
REQUEST	226		bootstrap.min.js	1590493736243	1590493736249	OK	 
REQUEST	231		jquery.min.js	1590493736231	1590493736251	OK	 
REQUEST	231		jquery-ui.min.js	1590493736235	1590493736255	OK	 
REQUEST	226		jquery-ui.min.js	1590493736241	1590493736257	OK	 
USER	AddPet	328	START	1590493736258	1590493736258
REQUEST	231		bootstrap.min.js	1590493736251	1590493736260	OK	 
REQUEST	328		Home	1590493736258	1590493736263	OK	 
REQUEST	245		bootstrap.min.css	1590493736124	1590493736267	OK	 
REQUEST	245		signin.css	1590493736124	1590493736268	OK	 
USER	AddPet	333	START	1590493736263	1590493736263
USER	EditPet	339	START	1590493736270	1590493736270
USER	EditPet	332	START	1590493736262	1590493736262
REQUEST	328		jquery-ui.theme.min.css	1590493736264	1590493736278	OK	 
REQUEST	328		jquery-ui.min.css	1590493736264	1590493736282	OK	 
REQUEST	333		Home	1590493736268	1590493736284	OK	 
REQUEST	249		bootstrap.min.css	1590493736130	1590493736286	OK	 
REQUEST	339		Home	1590493736271	1590493736292	OK	 
REQUEST	332		Home	1590493736263	1590493736297	OK	 
REQUEST	328		jquery.min.js	1590493736278	1590493736305	OK	 
REQUEST	249		signin.css	1590493736130	1590493736305	OK	 
REQUEST	328		jquery-ui.min.js	1590493736283	1590493736319	OK	 
REQUEST	328		bootstrap.min.js	1590493736305	1590493736324	OK	 
REQUEST	332		jquery-ui.min.css	1590493736298	1590493736329	OK	 
REQUEST	246		Login	1590493736331	1590493736333	OK	 
REQUEST	250		Login	1590493736332	1590493736335	OK	 
REQUEST	332		jquery.min.js	1590493736329	1590493736344	OK	 
REQUEST	87		Pets	1590493734811	1590493736345	OK	 
REQUEST	227		Logged	1590493736338	1590493736350	OK	 
REQUEST	232		Logged	1590493736337	1590493736351	OK	 
REQUEST	227		Logged Redirect 1	1590493736350	1590493736355	OK	 
REQUEST	332		jquery-ui.min.js	1590493736344	1590493736360	OK	 
REQUEST	232		Logged Redirect 1	1590493736351	1590493736360	OK	 
REQUEST	332		bootstrap.min.js	1590493736360	1590493736374	OK	 
REQUEST	227		jquery-ui.min.css	1590493736356	1590493736375	OK	 
REQUEST	232		jquery-ui.min.css	1590493736361	1590493736378	OK	 
REQUEST	227		jquery-ui.theme.min.css	1590493736356	1590493736381	OK	 
REQUEST	232		jquery-ui.theme.min.css	1590493736361	1590493736384	OK	 
REQUEST	232		jquery.min.js	1590493736379	1590493736387	OK	 
REQUEST	227		jquery.min.js	1590493736375	1590493736397	OK	 
REQUEST	227		bootstrap.min.js	1590493736397	1590493736402	OK	 
REQUEST	227		jquery-ui.min.js	1590493736381	1590493736409	OK	 
REQUEST	232		bootstrap.min.js	1590493736387	1590493736411	OK	 
REQUEST	232		jquery-ui.min.js	1590493736384	1590493736424	OK	 
REQUEST	246		bootstrap.min.css	1590493736334	1590493736427	OK	 
REQUEST	226		petclinic.css	1590493736213	1590493736434	OK	 
REQUEST	215		petclinic.css	1590493735858	1590493736435	OK	 
REQUEST	327		petclinic.css	1590493735978	1590493736436	OK	 
REQUEST	250		bootstrap.min.css	1590493736336	1590493736438	OK	 
REQUEST	219		jquery-ui.min.css	1590493735865	1590493736449	OK	 
REQUEST	326		jquery-ui.min.js	1590493735863	1590493736453	OK	 
REQUEST	250		signin.css	1590493736336	1590493736458	OK	 
REQUEST	219		jquery.min.js	1590493736449	1590493736459	OK	 
REQUEST	219		jquery-ui.theme.min.css	1590493735865	1590493736460	OK	 
REQUEST	219		jquery-ui.min.js	1590493736459	1590493736467	OK	 
REQUEST	326		bootstrap.min.js	1590493735939	1590493736472	OK	 
REQUEST	219		bootstrap.min.js	1590493736460	1590493736474	OK	 
REQUEST	246		signin.css	1590493736334	1590493736478	OK	 
REQUEST	330		jquery-ui.min.js	1590493735860	1590493736480	OK	 
REQUEST	322		jquery-ui.min.js	1590493735861	1590493736491	OK	 
REQUEST	331		jquery-ui.theme.min.css	1590493735996	1590493736493	OK	 
REQUEST	317		jquery-ui.min.js	1590493735863	1590493736502	OK	 
REQUEST	331		jquery-ui.min.js	1590493736493	1590493736505	OK	 
REQUEST	228		jquery-ui.min.css	1590493736014	1590493736509	OK	 
REQUEST	331		bootstrap.min.js	1590493736505	1590493736511	OK	 
REQUEST	228		jquery-ui.theme.min.css	1590493736014	1590493736515	OK	 
REQUEST	228		jquery.min.js	1590493736509	1590493736523	OK	 
REQUEST	228		jquery-ui.min.js	1590493736516	1590493736526	OK	 
REQUEST	228		bootstrap.min.js	1590493736523	1590493736531	OK	 
REQUEST	215		bootstrap.min.js	1590493736019	1590493736534	OK	 
REQUEST	229		jquery-ui.min.css	1590493736030	1590493736538	OK	 
REQUEST	224		jquery-ui.theme.min.css	1590493736017	1590493736542	OK	 
REQUEST	229		jquery.min.js	1590493736538	1590493736546	OK	 
REQUEST	224		jquery.min.js	1590493736543	1590493736549	OK	 
REQUEST	229		jquery-ui.min.js	1590493736546	1590493736553	OK	 
REQUEST	229		bootstrap.min.js	1590493736553	1590493736558	OK	 
REQUEST	223		jquery-ui.theme.min.css	1590493736044	1590493736561	OK	 
REQUEST	224		jquery-ui.min.js	1590493736550	1590493736561	OK	 
REQUEST	223		jquery-ui.min.css	1590493736044	1590493736564	OK	 
REQUEST	224		bootstrap.min.js	1590493736561	1590493736565	OK	 
REQUEST	223		jquery.min.js	1590493736561	1590493736567	OK	 
REQUEST	223		bootstrap.min.js	1590493736567	1590493736572	OK	 
REQUEST	331		jquery.min.js	1590493736051	1590493736575	OK	 
REQUEST	223		jquery-ui.min.js	1590493736565	1590493736577	OK	 
REQUEST	224		jquery-ui.min.css	1590493736017	1590493736579	OK	 
REQUEST	333		jquery-ui.theme.min.css	1590493736286	1590493736583	OK	 
REQUEST	229		jquery-ui.theme.min.css	1590493736030	1590493736584	OK	 
REQUEST	339		jquery-ui.theme.min.css	1590493736293	1590493736588	OK	 
REQUEST	339		jquery-ui.min.css	1590493736293	1590493736588	OK	 
REQUEST	339		jquery.min.js	1590493736588	1590493736597	OK	 
REQUEST	339		jquery-ui.min.js	1590493736589	1590493736599	OK	 
REQUEST	339		bootstrap.min.js	1590493736597	1590493736603	OK	 
REQUEST	333		jquery-ui.min.css	1590493736286	1590493736605	OK	 
REQUEST	333		jquery.min.js	1590493736583	1590493736612	OK	 
REQUEST	333		jquery-ui.min.js	1590493736605	1590493736614	OK	 
REQUEST	333		bootstrap.min.js	1590493736613	1590493736619	OK	 
REQUEST	332		jquery-ui.theme.min.css	1590493736298	1590493736620	OK	 
REQUEST	251		Login	1590493736623	1590493736626	OK	 
REQUEST	256		Login	1590493736628	1590493736630	OK	 
USER	AddPet	334	START	1590493736629	1590493736629
USER	EditPet	340	START	1590493736633	1590493736633
REQUEST	334		Home	1590493736630	1590493736655	OK	 
REQUEST	334		jquery-ui.theme.min.css	1590493736656	1590493736675	OK	 
REQUEST	340		Home	1590493736634	1590493736686	OK	 
REQUEST	251		bootstrap.min.css	1590493736627	1590493736708	OK	 
REQUEST	334		jquery-ui.min.css	1590493736656	1590493736710	OK	 
REQUEST	256		bootstrap.min.css	1590493736631	1590493736717	OK	 
REQUEST	334		jquery-ui.min.js	1590493736710	1590493736724	OK	 
REQUEST	334		bootstrap.min.js	1590493736724	1590493736729	OK	 
REQUEST	251		signin.css	1590493736626	1590493736732	OK	 
REQUEST	256		signin.css	1590493736631	1590493736740	OK	 
REQUEST	334		jquery.min.js	1590493736675	1590493736743	OK	 
REQUEST	340		jquery-ui.min.css	1590493736687	1590493736752	OK	 
REQUEST	340		jquery.min.js	1590493736752	1590493736761	OK	 
REQUEST	340		jquery-ui.min.js	1590493736761	1590493736772	OK	 
REQUEST	340		bootstrap.min.js	1590493736772	1590493736777	OK	 
REQUEST	340		jquery-ui.theme.min.css	1590493736687	1590493736790	OK	 
REQUEST	98		Pets	1590493736327	1590493736798	OK	 
REQUEST	97		Pets	1590493736133	1590493736826	OK	 
REQUEST	330		favicon.png	1590493735638	1590493736838	OK	 
REQUEST	229		favicon.png	1590493736030	1590493736838	OK	 
REQUEST	102		Pets	1590493736145	1590493736915	OK	 
REQUEST	95		Pets	1590493735718	1590493736916	OK	 
REQUEST	99		Pets	1590493736624	1590493736930	OK	 
REQUEST	219		pets.png	1590493735865	1590493736931	OK	 
REQUEST	331		pets.png	1590493735996	1590493736931	OK	 
REQUEST	104		Pets	1590493736623	1590493736932	OK	 
REQUEST	96		Pets	1590493736137	1590493736933	OK	 
REQUEST	232		pets.png	1590493736361	1590493736934	OK	 
USER	AddPet	335	START	1590493736938	1590493736938
USER	EditPet	341	START	1590493736938	1590493736938
USER	EditPet	342	START	1590493736941	1590493736941
USER	AddPet	336	START	1590493736941	1590493736941
REQUEST	252		Login	1590493736934	1590493736944	OK	 
REQUEST	209		Logged	1590493736934	1590493736947	OK	 
REQUEST	257		Login	1590493736934	1590493736950	OK	 
REQUEST	258		Login	1590493736938	1590493736953	OK	 
REQUEST	253		Login	1590493736938	1590493736954	OK	 
REQUEST	341		Home	1590493736938	1590493736957	OK	 
REQUEST	233		Logged	1590493736940	1590493736964	OK	 
REQUEST	103		Pets	1590493736327	1590493736967	OK	 
REQUEST	327		spring-pivotal-logo.png	1590493735979	1590493736968	OK	 
REQUEST	215		spring-pivotal-logo.png	1590493735858	1590493736968	OK	 
REQUEST	215		pets.png	1590493735858	1590493736968	OK	 
REQUEST	223		spring-pivotal-logo.png	1590493736044	1590493736968	OK	 
REQUEST	336		Home	1590493736941	1590493736972	OK	 
REQUEST	209		Logged Redirect 1	1590493736947	1590493737044	OK	 
REQUEST	341		jquery-ui.min.css	1590493736958	1590493737053	OK	 
REQUEST	233		Logged Redirect 1	1590493736965	1590493737063	OK	 
REQUEST	257		bootstrap.min.css	1590493736951	1590493737068	OK	 
REQUEST	258		bootstrap.min.css	1590493736956	1590493737068	OK	 
REQUEST	341		jquery.min.js	1590493737053	1590493737084	OK	 
REQUEST	257		signin.css	1590493736951	1590493737087	OK	 
REQUEST	252		bootstrap.min.css	1590493736945	1590493737088	OK	 
REQUEST	258		signin.css	1590493736956	1590493737088	OK	 
REQUEST	252		signin.css	1590493736944	1590493737089	OK	 
REQUEST	341		jquery-ui.min.js	1590493737084	1590493737095	OK	 
REQUEST	335		Home	1590493736938	1590493737096	OK	 
REQUEST	341		bootstrap.min.js	1590493737096	1590493737103	OK	 
REQUEST	341		jquery-ui.theme.min.css	1590493736959	1590493737105	OK	 
REQUEST	336		jquery-ui.theme.min.css	1590493736973	1590493737109	OK	 
REQUEST	336		jquery-ui.min.css	1590493736973	1590493737114	OK	 
REQUEST	214		Logged	1590493736938	1590493737117	OK	 
REQUEST	253		bootstrap.min.css	1590493736955	1590493737119	OK	 
REQUEST	253		signin.css	1590493736955	1590493737120	OK	 
REQUEST	238		Logged	1590493736940	1590493737122	OK	 
REQUEST	222		Logged	1590493736940	1590493737125	OK	 
REQUEST	342		Home	1590493736941	1590493737132	OK	 
REQUEST	209		jquery-ui.min.css	1590493737046	1590493737144	OK	 
REQUEST	214		Logged Redirect 1	1590493737117	1590493737161	OK	 
REQUEST	238		Logged Redirect 1	1590493737123	1590493737165	OK	 
REQUEST	222		Logged Redirect 1	1590493737126	1590493737169	OK	 
REQUEST	336		jquery.min.js	1590493737110	1590493737172	OK	 
REQUEST	209		jquery-ui.theme.min.css	1590493737046	1590493737183	OK	 
REQUEST	233		jquery-ui.min.css	1590493737064	1590493737188	OK	 
REQUEST	233		jquery-ui.theme.min.css	1590493737064	1590493737191	OK	 
REQUEST	336		jquery-ui.min.js	1590493737114	1590493737199	OK	 
REQUEST	335		jquery-ui.theme.min.css	1590493737097	1590493737201	OK	 
REQUEST	209		jquery.min.js	1590493737144	1590493737204	OK	 
REQUEST	335		jquery-ui.min.css	1590493737097	1590493737208	OK	 
REQUEST	335		jquery.min.js	1590493737201	1590493737208	OK	 
REQUEST	209		bootstrap.min.js	1590493737204	1590493737210	OK	 
REQUEST	209		petclinic.css	1590493737046	1590493737214	OK	 
REQUEST	238		petclinic.css	1590493737165	1590493737215	OK	 
REQUEST	334		petclinic.css	1590493736656	1590493737217	OK	 
REQUEST	335		bootstrap.min.js	1590493737208	1590493737220	OK	 
REQUEST	219		petclinic.css	1590493735865	1590493737223	OK	 
REQUEST	238		jquery.min.js	1590493737216	1590493737224	OK	 
REQUEST	109		Pets	1590493736638	1590493737231	OK	 
REQUEST	100		Pets	1590493736125	1590493737232	OK	 
REQUEST	94		Pets	1590493735718	1590493737232	OK	 
REQUEST	101		Pets	1590493736133	1590493737243	OK	 
REQUEST	105		Pets	1590493736640	1590493737243	OK	 
REQUEST	238		jquery-ui.min.js	1590493737224	1590493737249	OK	 
REQUEST	335		jquery-ui.min.js	1590493737208	1590493737250	OK	 
USER	AddPet	337	START	1590493737257	1590493737257
USER	EditPet	343	START	1590493737257	1590493737257
REQUEST	209		pets.png	1590493737046	1590493737294	OK	 
REQUEST	336		pets.png	1590493736973	1590493737295	OK	 
REQUEST	233		pets.png	1590493737064	1590493737296	OK	 
REQUEST	335		pets.png	1590493737098	1590493737297	OK	 
REQUEST	214		pets.png	1590493737164	1590493737299	OK	 
REQUEST	317		pets.png	1590493735656	1590493737300	OK	 
REQUEST	238		pets.png	1590493737166	1590493737302	OK	 
REQUEST	224		pets.png	1590493736017	1590493737303	OK	 
REQUEST	340		pets.png	1590493736687	1590493737306	OK	 
REQUEST	334		pets.png	1590493736656	1590493737308	OK	 
REQUEST	227		pets.png	1590493736356	1590493737308	OK	 
REQUEST	332		pets.png	1590493736298	1590493737309	OK	 
REQUEST	339		pets.png	1590493736293	1590493737310	OK	 
REQUEST	231		pets.png	1590493736225	1590493737311	OK	 
REQUEST	333		pets.png	1590493736286	1590493737313	OK	 
REQUEST	328		pets.png	1590493736264	1590493737315	OK	 
REQUEST	238		bootstrap.min.js	1590493737249	1590493737316	OK	 
REQUEST	226		pets.png	1590493736214	1590493737318	OK	 
REQUEST	230		pets.png	1590493736169	1590493737319	OK	 
REQUEST	225		pets.png	1590493736148	1590493737323	OK	 
REQUEST	218		pets.png	1590493736056	1590493737324	OK	 
REQUEST	223		pets.png	1590493736044	1590493737326	OK	 
REQUEST	341		favicon.png	1590493736958	1590493737326	OK	 
REQUEST	214		jquery.min.js	1590493737299	1590493737329	OK	 
REQUEST	336		bootstrap.min.js	1590493737173	1590493737331	OK	 
REQUEST	229		pets.png	1590493736030	1590493737332	OK	 
REQUEST	222		jquery-ui.theme.min.css	1590493737170	1590493737333	OK	 
REQUEST	233		bootstrap.min.js	1590493737296	1590493737334	OK	 
REQUEST	327		pets.png	1590493735979	1590493737335	OK	 
REQUEST	335		favicon.png	1590493737097	1590493737336	OK	 
REQUEST	233		favicon.png	1590493737064	1590493737336	OK	 
REQUEST	238		favicon.png	1590493737165	1590493737339	OK	 
REQUEST	339		favicon.png	1590493736292	1590493737341	OK	 
REQUEST	222		favicon.png	1590493737170	1590493737341	OK	 
REQUEST	342		favicon.png	1590493737132	1590493737341	OK	 
REQUEST	334		favicon.png	1590493736655	1590493737344	OK	 
REQUEST	214		favicon.png	1590493737162	1590493737344	OK	 
REQUEST	223		favicon.png	1590493736044	1590493737345	OK	 
REQUEST	331		favicon.png	1590493735996	1590493737346	OK	 
REQUEST	340		favicon.png	1590493736686	1590493737347	OK	 
REQUEST	227		favicon.png	1590493736356	1590493737347	OK	 
REQUEST	224		favicon.png	1590493736017	1590493737347	OK	 
REQUEST	332		favicon.png	1590493736297	1590493737348	OK	 
REQUEST	228		favicon.png	1590493736014	1590493737348	OK	 
REQUEST	327		favicon.png	1590493735978	1590493737349	OK	 
REQUEST	232		favicon.png	1590493736361	1590493737349	OK	 
REQUEST	333		favicon.png	1590493736285	1590493737350	OK	 
REQUEST	328		favicon.png	1590493736263	1590493737351	OK	 
REQUEST	226		favicon.png	1590493736213	1590493737352	OK	 
REQUEST	231		favicon.png	1590493736224	1590493737352	OK	 
REQUEST	230		favicon.png	1590493736168	1590493737353	OK	 
REQUEST	225		favicon.png	1590493736148	1590493737354	OK	 
REQUEST	218		favicon.png	1590493736055	1590493737355	OK	 
REQUEST	219		favicon.png	1590493735865	1590493737355	OK	 
REQUEST	215		favicon.png	1590493735858	1590493737356	OK	 
REQUEST	321		favicon.png	1590493735583	1590493737356	OK	 
REQUEST	233		spring-pivotal-logo.png	1590493737064	1590493737357	OK	 
REQUEST	341		pets.png	1590493736959	1590493737357	OK	 
REQUEST	336		spring-pivotal-logo.png	1590493736973	1590493737358	OK	 
REQUEST	342		jquery.min.js	1590493737342	1590493737360	OK	 
REQUEST	222		jquery-ui.min.js	1590493737341	1590493737362	OK	 
REQUEST	214		bootstrap.min.js	1590493737344	1590493737364	OK	 
REQUEST	222		bootstrap.min.js	1590493737362	1590493737367	OK	 
REQUEST	336		favicon.png	1590493736972	1590493737367	OK	 
REQUEST	342		jquery-ui.min.js	1590493737360	1590493737369	OK	 
REQUEST	106		Pets	1590493736940	1590493737378	OK	 
REQUEST	342		bootstrap.min.js	1590493737369	1590493737378	OK	 
REQUEST	326		petclinic.css	1590493735632	1590493737381	OK	 
REQUEST	317		petclinic.css	1590493735656	1590493737383	OK	 
REQUEST	229		petclinic.css	1590493736030	1590493737387	OK	 
REQUEST	218		petclinic.css	1590493736055	1590493737390	OK	 
REQUEST	333		petclinic.css	1590493736285	1590493737393	OK	 
REQUEST	339		petclinic.css	1590493736292	1590493737395	OK	 
REQUEST	332		petclinic.css	1590493736298	1590493737397	OK	 
REQUEST	340		petclinic.css	1590493736686	1590493737399	OK	 
REQUEST	232		petclinic.css	1590493736361	1590493737401	OK	 
REQUEST	227		petclinic.css	1590493736356	1590493737404	OK	 
REQUEST	231		petclinic.css	1590493736224	1590493737407	OK	 
REQUEST	328		petclinic.css	1590493736263	1590493737409	OK	 
REQUEST	230		petclinic.css	1590493736169	1590493737411	OK	 
REQUEST	110		Pets	1590493736940	1590493737453	OK	 
REQUEST	341		petclinic.css	1590493736958	1590493737453	OK	 
REQUEST	229		spring-pivotal-logo.png	1590493736030	1590493737454	OK	 
REQUEST	222		jquery-ui.min.css	1590493737170	1590493737454	OK	 
REQUEST	333		spring-pivotal-logo.png	1590493736287	1590493737454	OK	 
REQUEST	341		spring-pivotal-logo.png	1590493736959	1590493737454	OK	 
REQUEST	238		jquery-ui.min.css	1590493737165	1590493737454	OK	 
REQUEST	214		jquery-ui.min.css	1590493737163	1590493737455	OK	 
REQUEST	214		jquery-ui.min.js	1590493737330	1590493737455	OK	 
REQUEST	214		jquery-ui.theme.min.css	1590493737164	1590493737455	OK	 
USER	AddPet	338	START	1590493737454	1590493737454
REQUEST	214		petclinic.css	1590493737163	1590493737455	OK	 
USER	EditPet	344	START	1590493737455	1590493737455
REQUEST	214		spring-pivotal-logo.png	1590493737164	1590493737455	OK	 
REQUEST	222		jquery.min.js	1590493737333	1590493737456	OK	 
REQUEST	230		spring-pivotal-logo.png	1590493736169	1590493737456	OK	 
REQUEST	238		jquery-ui.theme.min.css	1590493737165	1590493737456	OK	 
REQUEST	238		spring-pivotal-logo.png	1590493737166	1590493737457	OK	 
REQUEST	254		Login	1590493737256	1590493737457	OK	 
REQUEST	334		spring-pivotal-logo.png	1590493736656	1590493737458	OK	 
REQUEST	342		petclinic.css	1590493737132	1590493737458	OK	 
REQUEST	342		jquery-ui.min.css	1590493737133	1590493737459	OK	 
REQUEST	342		jquery-ui.theme.min.css	1590493737133	1590493737459	OK	 
REQUEST	342		spring-pivotal-logo.png	1590493737133	1590493737459	OK	 
USER	AddPet	345	START	1590493737461	1590493737461
REQUEST	322		petclinic.css	1590493735672	1590493737462	OK	 
USER	EditPet	349	START	1590493737461	1590493737461
REQUEST	218		spring-pivotal-logo.png	1590493736056	1590493737466	OK	 
REQUEST	226		spring-pivotal-logo.png	1590493736214	1590493737466	OK	 
REQUEST	330		petclinic.css	1590493735638	1590493737466	OK	 
REQUEST	261		Login	1590493737455	1590493737467	OK	 
REQUEST	331		petclinic.css	1590493735996	1590493737470	OK	 
REQUEST	219		spring-pivotal-logo.png	1590493735865	1590493737471	OK	 
REQUEST	227		spring-pivotal-logo.png	1590493736356	1590493737472	OK	 
REQUEST	259		Login	1590493737256	1590493737472	OK	 
REQUEST	331		spring-pivotal-logo.png	1590493735996	1590493737475	OK	 
REQUEST	339		spring-pivotal-logo.png	1590493736293	1590493737475	OK	 
REQUEST	237		Logged	1590493737459	1590493737476	OK	 
REQUEST	349		Home	1590493737461	1590493737481	OK	 
REQUEST	242		Logged	1590493737459	1590493737491	OK	 
REQUEST	338		Home	1590493737455	1590493737493	OK	 
REQUEST	228		spring-pivotal-logo.png	1590493736014	1590493737502	OK	 
REQUEST	236		Logged	1590493737259	1590493737502	OK	 
REQUEST	332		spring-pivotal-logo.png	1590493736298	1590493737502	OK	 
REQUEST	260		Login	1590493737259	1590493737502	OK	 
REQUEST	340		spring-pivotal-logo.png	1590493736687	1590493737504	OK	 
REQUEST	224		petclinic.css	1590493736017	1590493737505	OK	 
REQUEST	237		Logged Redirect 1	1590493737476	1590493737505	OK	 
REQUEST	232		spring-pivotal-logo.png	1590493736361	1590493737507	OK	 
REQUEST	224		spring-pivotal-logo.png	1590493736017	1590493737507	OK	 
REQUEST	328		spring-pivotal-logo.png	1590493736264	1590493737507	OK	 
REQUEST	336		petclinic.css	1590493736972	1590493737507	OK	 
REQUEST	223		petclinic.css	1590493736044	1590493737509	OK	 
REQUEST	225		petclinic.css	1590493736148	1590493737510	OK	 
REQUEST	231		spring-pivotal-logo.png	1590493736225	1590493737510	OK	 
REQUEST	335		spring-pivotal-logo.png	1590493737098	1590493737510	OK	 
REQUEST	255		Login	1590493737259	1590493737510	OK	 
REQUEST	233		jquery.min.js	1590493737188	1590493737512	OK	 
REQUEST	209		spring-pivotal-logo.png	1590493737046	1590493737512	OK	 
REQUEST	209		favicon.png	1590493737046	1590493737512	OK	 
REQUEST	343		Home	1590493737257	1590493737512	OK	 
REQUEST	209		jquery-ui.min.js	1590493737184	1590493737512	OK	 
REQUEST	225		spring-pivotal-logo.png	1590493736148	1590493737512	OK	 
REQUEST	233		petclinic.css	1590493737064	1590493737512	OK	 
REQUEST	233		jquery-ui.min.js	1590493737192	1590493737513	OK	 
REQUEST	241		Logged	1590493737258	1590493737513	OK	 
REQUEST	337		Home	1590493737257	1590493737514	OK	 
REQUEST	228		petclinic.css	1590493736014	1590493737530	OK	 
REQUEST	222		petclinic.css	1590493737170	1590493737541	OK	 
REQUEST	111		Pets	1590493737259	1590493737558	OK	 
REQUEST	335		petclinic.css	1590493737097	1590493737559	OK	 
REQUEST	261		bootstrap.min.css	1590493737468	1590493737567	OK	 
REQUEST	259		bootstrap.min.css	1590493737475	1590493737569	OK	 
REQUEST	254		bootstrap.min.css	1590493737458	1590493737570	OK	 
REQUEST	107		Pets	1590493737259	1590493737588	OK	 
REQUEST	254		signin.css	1590493737457	1590493737588	OK	 
REQUEST	228		pets.png	1590493736014	1590493737593	OK	 
REQUEST	222		spring-pivotal-logo.png	1590493737171	1590493737593	OK	 
REQUEST	349		favicon.png	1590493737481	1590493737594	OK	 
REQUEST	342		pets.png	1590493737133	1590493737599	OK	 
REQUEST	222		pets.png	1590493737171	1590493737600	OK	 
REQUEST	349		jquery.min.js	1590493737595	1590493737602	OK	 
REQUEST	237		spring-pivotal-logo.png	1590493737506	1590493737602	OK	 
REQUEST	261		signin.css	1590493737467	1590493737608	OK	 
REQUEST	349		jquery-ui.min.css	1590493737482	1590493737610	OK	 
REQUEST	349		jquery-ui.theme.min.css	1590493737482	1590493737610	OK	 
REQUEST	345		Home	1590493737461	1590493737612	OK	 
REQUEST	242		Logged Redirect 1	1590493737491	1590493737616	OK	 
REQUEST	344		Home	1590493737455	1590493737628	OK	 
REQUEST	260		bootstrap.min.css	1590493737504	1590493737629	OK	 
REQUEST	260		signin.css	1590493737503	1590493737630	OK	 
REQUEST	343		jquery-ui.theme.min.css	1590493737513	1590493737638	OK	 
REQUEST	237		jquery-ui.min.css	1590493737506	1590493737638	OK	 
REQUEST	241		Logged Redirect 1	1590493737513	1590493737640	OK	 
REQUEST	343		jquery-ui.min.css	1590493737513	1590493737645	OK	 
REQUEST	338		jquery-ui.theme.min.css	1590493737496	1590493737646	OK	 
REQUEST	255		bootstrap.min.css	1590493737511	1590493737649	OK	 
REQUEST	337		jquery-ui.theme.min.css	1590493737517	1590493737650	OK	 
REQUEST	236		Logged Redirect 1	1590493737502	1590493737654	OK	 
REQUEST	265		Login	1590493737457	1590493737657	OK	 
REQUEST	338		jquery.min.js	1590493737647	1590493737668	OK	 
REQUEST	343		jquery.min.js	1590493737638	1590493737668	OK	 
