ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.History19AdminRooms	history19adminrooms	1590494893502	 	3.3.1
REQUEST	279		spring-pivotal-logo.png	1590494932654	1590494932791	OK	 
REQUEST	285		petclinic.css	1590494932652	1590494932794	OK	 
REQUEST	408		pets.png	1590494932736	1590494932799	OK	 
REQUEST	293		LoggedAd	1590494932796	1590494932799	OK	 
REQUEST	413		pets.png	1590494932760	1590494932800	OK	 
REQUEST	279		pets.png	1590494932654	1590494932803	OK	 
REQUEST	284		pets.png	1590494932654	1590494932803	OK	 
REQUEST	293		LoggedAd Redirect 1	1590494932800	1590494932804	OK	 
REQUEST	283		pets.png	1590494932708	1590494932806	OK	 
REQUEST	408		favicon.png	1590494932736	1590494932812	OK	 
REQUEST	293		jquery-ui.min.css	1590494932805	1590494932812	OK	 
REQUEST	283		favicon.png	1590494932708	1590494932813	OK	 
REQUEST	293		jquery-ui.theme.min.css	1590494932805	1590494932814	OK	 
REQUEST	284		favicon.png	1590494932654	1590494932818	OK	 
REQUEST	293		jquery.min.js	1590494932812	1590494932819	OK	 
REQUEST	408		petclinic.css	1590494932736	1590494932825	OK	 
REQUEST	293		jquery-ui.min.js	1590494932814	1590494932826	OK	 
REQUEST	283		petclinic.css	1590494932708	1590494932828	OK	 
REQUEST	293		bootstrap.min.js	1590494932819	1590494932828	OK	 
REQUEST	279		petclinic.css	1590494932654	1590494932830	OK	 
REQUEST	283		spring-pivotal-logo.png	1590494932708	1590494932831	OK	 
REQUEST	292		LoggedAd	1590494932830	1590494932834	OK	 
REQUEST	286		LoggedAd	1590494932830	1590494932836	OK	 
REQUEST	292		LoggedAd Redirect 1	1590494932834	1590494932838	OK	 
REQUEST	284		petclinic.css	1590494932654	1590494932839	OK	 
REQUEST	286		LoggedAd Redirect 1	1590494932836	1590494932841	OK	 
REQUEST	292		jquery-ui.min.css	1590494932839	1590494932852	OK	 
REQUEST	292		jquery-ui.theme.min.css	1590494932839	1590494932852	OK	 
REQUEST	286		jquery-ui.theme.min.css	1590494932842	1590494932852	OK	 
REQUEST	286		jquery-ui.min.css	1590494932842	1590494932853	OK	 
REQUEST	286		jquery.min.js	1590494932852	1590494932860	OK	 
REQUEST	292		jquery-ui.min.js	1590494932852	1590494932862	OK	 
REQUEST	292		jquery.min.js	1590494932852	1590494932862	OK	 
REQUEST	286		bootstrap.min.js	1590494932860	1590494932866	OK	 
REQUEST	292		bootstrap.min.js	1590494932862	1590494932868	OK	 
REQUEST	286		jquery-ui.min.js	1590494932853	1590494932869	OK	 
REQUEST	292		spring-pivotal-logo.png	1590494932839	1590494932872	OK	 
REQUEST	286		pets.png	1590494932842	1590494932874	OK	 
REQUEST	287		LoggedAd	1590494932872	1590494932876	OK	 
REQUEST	286		petclinic.css	1590494932842	1590494932878	OK	 
REQUEST	292		favicon.png	1590494932839	1590494932880	OK	 
REQUEST	287		LoggedAd Redirect 1	1590494932877	1590494932881	OK	 
REQUEST	287		jquery-ui.theme.min.css	1590494932882	1590494932889	OK	 
REQUEST	287		jquery-ui.min.css	1590494932882	1590494932889	OK	 
REQUEST	287		petclinic.css	1590494932882	1590494932891	OK	 
REQUEST	293		pets.png	1590494932805	1590494932893	OK	 
REQUEST	286		spring-pivotal-logo.png	1590494932842	1590494932894	OK	 
REQUEST	287		bootstrap.min.js	1590494932892	1590494932898	OK	 
REQUEST	287		jquery.min.js	1590494932889	1590494932898	OK	 
REQUEST	292		pets.png	1590494932839	1590494932900	OK	 
REQUEST	287		jquery-ui.min.js	1590494932890	1590494932902	OK	 
REQUEST	293		petclinic.css	1590494932805	1590494932903	OK	 
REQUEST	292		petclinic.css	1590494932839	1590494932906	OK	 
REQUEST	287		favicon.png	1590494932882	1590494932906	OK	 
REQUEST	287		spring-pivotal-logo.png	1590494932882	1590494932909	OK	 
REQUEST	286		favicon.png	1590494932841	1590494932911	OK	 
REQUEST	293		favicon.png	1590494932805	1590494932911	OK	 
REQUEST	287		pets.png	1590494932882	1590494932913	OK	 
REQUEST	293		spring-pivotal-logo.png	1590494932805	1590494932913	OK	 
REQUEST	284		spring-pivotal-logo.png	1590494932654	1590494932914	OK	 
USER	AccessRoom	409	START	1590494932936	1590494932936
USER	Sitter	414	START	1590494932936	1590494932936
REQUEST	414		Home	1590494932936	1590494932940	OK	 
REQUEST	409		Home	1590494932936	1590494932940	OK	 
REQUEST	409		jquery-ui.min.css	1590494932941	1590494932956	OK	 
REQUEST	409		jquery-ui.theme.min.css	1590494932941	1590494932967	OK	 
REQUEST	414		jquery-ui.min.css	1590494932941	1590494932957	OK	 
REQUEST	414		jquery-ui.theme.min.css	1590494932941	1590494932968	OK	 
REQUEST	409		jquery.min.js	1590494932956	1590494932975	OK	 
REQUEST	414		jquery.min.js	1590494932967	1590494932976	OK	 
REQUEST	414		jquery-ui.min.js	1590494932968	1590494932979	OK	 
REQUEST	409		jquery-ui.min.js	1590494932967	1590494932981	OK	 
REQUEST	414		bootstrap.min.js	1590494932976	1590494932983	OK	 
REQUEST	409		bootstrap.min.js	1590494932975	1590494932983	OK	 
REQUEST	409		spring-pivotal-logo.png	1590494932941	1590494932984	OK	 
REQUEST	414		favicon.png	1590494932941	1590494932985	OK	 
REQUEST	409		favicon.png	1590494932941	1590494932985	OK	 
REQUEST	414		pets.png	1590494932941	1590494932986	OK	 
REQUEST	414		spring-pivotal-logo.png	1590494932941	1590494932987	OK	 
REQUEST	409		petclinic.css	1590494932941	1590494932989	OK	 
REQUEST	414		petclinic.css	1590494932941	1590494932991	OK	 
REQUEST	409		pets.png	1590494932941	1590494932992	OK	 
USER	Sitter	421	START	1590494933052	1590494933052
USER	AccessRoom	415	START	1590494933052	1590494933052
REQUEST	421		Home	1590494933052	1590494933059	OK	 
REQUEST	415		Home	1590494933052	1590494933063	OK	 
REQUEST	421		jquery-ui.theme.min.css	1590494933061	1590494933088	OK	 
REQUEST	421		jquery-ui.min.css	1590494933061	1590494933089	OK	 
REQUEST	415		jquery-ui.theme.min.css	1590494933065	1590494933091	OK	 
REQUEST	415		jquery-ui.min.css	1590494933065	1590494933093	OK	 
REQUEST	421		jquery.min.js	1590494933089	1590494933100	OK	 
REQUEST	415		jquery.min.js	1590494933091	1590494933101	OK	 
REQUEST	415		jquery-ui.min.js	1590494933093	1590494933106	OK	 
REQUEST	421		jquery-ui.min.js	1590494933089	1590494933107	OK	 
REQUEST	421		bootstrap.min.js	1590494933100	1590494933109	OK	 
REQUEST	421		spring-pivotal-logo.png	1590494933062	1590494933111	OK	 
REQUEST	415		spring-pivotal-logo.png	1590494933066	1590494933111	OK	 
REQUEST	421		favicon.png	1590494933060	1590494933111	OK	 
REQUEST	415		favicon.png	1590494933064	1590494933113	OK	 
REQUEST	415		bootstrap.min.js	1590494933101	1590494933113	OK	 
REQUEST	421		pets.png	1590494933062	1590494933116	OK	 
REQUEST	415		pets.png	1590494933066	1590494933118	OK	 
REQUEST	421		petclinic.css	1590494933060	1590494933119	OK	 
REQUEST	415		petclinic.css	1590494933064	1590494933121	OK	 
USER	AccessRoom	416	START	1590494933215	1590494933215
USER	Sitter	422	START	1590494933215	1590494933215
REQUEST	422		Home	1590494933215	1590494933223	OK	 
REQUEST	416		Home	1590494933215	1590494933233	OK	 
REQUEST	416		jquery-ui.min.css	1590494933234	1590494933260	OK	 
REQUEST	416		jquery-ui.theme.min.css	1590494933235	1590494933260	OK	 
REQUEST	422		spring-pivotal-logo.png	1590494933225	1590494933261	OK	 
REQUEST	422		jquery-ui.theme.min.css	1590494933225	1590494933264	OK	 
REQUEST	422		jquery.min.js	1590494933261	1590494933268	OK	 
REQUEST	416		jquery.min.js	1590494933260	1590494933270	OK	 
REQUEST	416		jquery-ui.min.js	1590494933260	1590494933272	OK	 
REQUEST	422		bootstrap.min.js	1590494933269	1590494933276	OK	 
REQUEST	422		pets.png	1590494933225	1590494933276	OK	 
REQUEST	416		bootstrap.min.js	1590494933270	1590494933279	OK	 
REQUEST	416		pets.png	1590494933236	1590494933279	OK	 
REQUEST	422		favicon.png	1590494933224	1590494933280	OK	 
REQUEST	416		petclinic.css	1590494933234	1590494933282	OK	 
REQUEST	416		spring-pivotal-logo.png	1590494933236	1590494933284	OK	 
REQUEST	422		jquery-ui.min.css	1590494933224	1590494933285	OK	 
REQUEST	416		favicon.png	1590494933234	1590494933286	OK	 
REQUEST	422		petclinic.css	1590494933224	1590494933288	OK	 
REQUEST	422		jquery-ui.min.js	1590494933265	1590494933290	OK	 
USER	Sitter	423	START	1590494933384	1590494933384
USER	AccessRoom	417	START	1590494933384	1590494933384
REQUEST	423		Home	1590494933385	1590494933392	OK	 
REQUEST	417		Home	1590494933385	1590494933392	OK	 
REQUEST	417		jquery-ui.min.css	1590494933394	1590494933417	OK	 
REQUEST	423		jquery-ui.theme.min.css	1590494933394	1590494933421	OK	 
REQUEST	423		jquery-ui.min.css	1590494933394	1590494933424	OK	 
REQUEST	417		jquery-ui.theme.min.css	1590494933394	1590494933425	OK	 
REQUEST	417		jquery.min.js	1590494933417	1590494933429	OK	 
REQUEST	423		jquery.min.js	1590494933421	1590494933432	OK	 
REQUEST	417		jquery-ui.min.js	1590494933425	1590494933439	OK	 
REQUEST	417		bootstrap.min.js	1590494933429	1590494933440	OK	 
REQUEST	423		jquery-ui.min.js	1590494933425	1590494933441	OK	 
REQUEST	423		bootstrap.min.js	1590494933432	1590494933442	OK	 
REQUEST	417		petclinic.css	1590494933393	1590494933446	OK	 
REQUEST	423		petclinic.css	1590494933393	1590494933446	OK	 
REQUEST	423		spring-pivotal-logo.png	1590494933394	1590494933448	OK	 
REQUEST	417		pets.png	1590494933394	1590494933450	OK	 
REQUEST	417		favicon.png	1590494933393	1590494933451	OK	 
REQUEST	423		pets.png	1590494933394	1590494933452	OK	 
REQUEST	417		spring-pivotal-logo.png	1590494933394	1590494933452	OK	 
REQUEST	423		favicon.png	1590494933393	1590494933454	OK	 
REQUEST	144		Rooms	1590494933469	1590494933476	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 403
REQUEST	142		Rooms	1590494933484	1590494933495	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 403
REQUEST	141		Rooms	1590494933487	1590494933498	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 403
REQUEST	136		Rooms	1590494933500	1590494933508	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 403
USER	AccessRoom	418	START	1590494933553	1590494933553
USER	Sitter	424	START	1590494933553	1590494933553
REQUEST	418		Home	1590494933554	1590494933562	OK	 
REQUEST	424		Home	1590494933554	1590494933563	OK	 
REQUEST	424		jquery-ui.theme.min.css	1590494933565	1590494933591	OK	 
REQUEST	418		jquery-ui.theme.min.css	1590494933564	1590494933591	OK	 
REQUEST	424		jquery-ui.min.css	1590494933564	1590494933592	OK	 
REQUEST	418		jquery-ui.min.css	1590494933563	1590494933594	OK	 
REQUEST	418		jquery.min.js	1590494933592	1590494933600	OK	 
REQUEST	424		jquery.min.js	1590494933591	1590494933603	OK	 
REQUEST	424		jquery-ui.min.js	1590494933592	1590494933604	OK	 
REQUEST	424		bootstrap.min.js	1590494933603	1590494933608	OK	 
REQUEST	418		bootstrap.min.js	1590494933600	1590494933609	OK	 
REQUEST	418		jquery-ui.min.js	1590494933595	1590494933612	OK	 
REQUEST	424		pets.png	1590494933565	1590494933614	OK	 
REQUEST	418		pets.png	1590494933564	1590494933614	OK	 
REQUEST	424		favicon.png	1590494933564	1590494933617	OK	 
REQUEST	418		favicon.png	1590494933563	1590494933617	OK	 
REQUEST	424		spring-pivotal-logo.png	1590494933565	1590494933619	OK	 
REQUEST	418		petclinic.css	1590494933563	1590494933621	OK	 
REQUEST	418		spring-pivotal-logo.png	1590494933564	1590494933622	OK	 
REQUEST	424		petclinic.css	1590494933564	1590494933624	OK	 
USER	Sitter	425	START	1590494933716	1590494933716
USER	AccessRoom	419	START	1590494933716	1590494933716
REQUEST	288		LoggedAd	1590494933717	1590494933724	OK	 
REQUEST	419		Home	1590494933717	1590494933727	OK	 
REQUEST	425		Home	1590494933717	1590494933729	OK	 
REQUEST	288		LoggedAd Redirect 1	1590494933725	1590494933740	OK	 
REQUEST	419		jquery-ui.theme.min.css	1590494933729	1590494933747	OK	 
REQUEST	419		jquery-ui.min.css	1590494933728	1590494933750	OK	 
REQUEST	425		jquery-ui.min.css	1590494933731	1590494933763	OK	 
REQUEST	425		jquery-ui.theme.min.css	1590494933732	1590494933766	OK	 
REQUEST	288		jquery-ui.theme.min.css	1590494933741	1590494933766	OK	 
REQUEST	288		jquery-ui.min.css	1590494933741	1590494933769	OK	 
REQUEST	419		jquery.min.js	1590494933747	1590494933770	OK	 
REQUEST	419		jquery-ui.min.js	1590494933751	1590494933775	OK	 
REQUEST	425		jquery.min.js	1590494933763	1590494933779	OK	 
REQUEST	425		jquery-ui.min.js	1590494933766	1590494933781	OK	 
REQUEST	288		jquery-ui.min.js	1590494933769	1590494933784	OK	 
REQUEST	288		jquery.min.js	1590494933767	1590494933785	OK	 
REQUEST	419		bootstrap.min.js	1590494933770	1590494933787	OK	 
REQUEST	425		bootstrap.min.js	1590494933779	1590494933789	OK	 
REQUEST	419		spring-pivotal-logo.png	1590494933730	1590494933791	OK	 
REQUEST	288		bootstrap.min.js	1590494933784	1590494933793	OK	 
REQUEST	288		pets.png	1590494933741	1590494933793	OK	 
REQUEST	419		pets.png	1590494933729	1590494933795	OK	 
REQUEST	419		petclinic.css	1590494933728	1590494933795	OK	 
REQUEST	419		favicon.png	1590494933728	1590494933796	OK	 
REQUEST	425		favicon.png	1590494933730	1590494933796	OK	 
REQUEST	288		spring-pivotal-logo.png	1590494933741	1590494933798	OK	 
REQUEST	425		spring-pivotal-logo.png	1590494933733	1590494933799	OK	 
REQUEST	288		petclinic.css	1590494933741	1590494933801	OK	 
REQUEST	425		pets.png	1590494933732	1590494933803	OK	 
REQUEST	288		favicon.png	1590494933740	1590494933804	OK	 
REQUEST	425		petclinic.css	1590494933731	1590494933804	OK	 
REQUEST	294		LoggedAd	1590494933837	1590494933840	OK	 
REQUEST	294		LoggedAd Redirect 1	1590494933840	1590494933843	OK	 
REQUEST	294		jquery-ui.theme.min.css	1590494933845	1590494933855	OK	 
REQUEST	294		pets.png	1590494933845	1590494933856	OK	 
REQUEST	294		jquery-ui.min.css	1590494933845	1590494933857	OK	 
REQUEST	294		favicon.png	1590494933844	1590494933858	OK	 
REQUEST	294		spring-pivotal-logo.png	1590494933845	1590494933860	OK	 
REQUEST	294		bootstrap.min.js	1590494933857	1590494933862	OK	 
REQUEST	294		jquery.min.js	1590494933856	1590494933866	OK	 
REQUEST	294		jquery-ui.min.js	1590494933856	1590494933867	OK	 
REQUEST	294		petclinic.css	1590494933844	1590494933869	OK	 
USER	Sitter	426	START	1590494933885	1590494933885
USER	AccessRoom	420	START	1590494933885	1590494933885
REQUEST	420		Home	1590494933885	1590494933890	OK	 
REQUEST	426		Home	1590494933885	1590494933890	OK	 
REQUEST	426		jquery-ui.min.css	1590494933891	1590494933902	OK	 
REQUEST	420		jquery-ui.theme.min.css	1590494933891	1590494933907	OK	 
REQUEST	426		jquery-ui.theme.min.css	1590494933891	1590494933908	OK	 
REQUEST	420		jquery-ui.min.css	1590494933891	1590494933909	OK	 
REQUEST	426		jquery.min.js	1590494933902	1590494933913	OK	 
REQUEST	420		jquery.min.js	1590494933907	1590494933918	OK	 
REQUEST	426		jquery-ui.min.js	1590494933908	1590494933919	OK	 
REQUEST	420		jquery-ui.min.js	1590494933909	1590494933923	OK	 
REQUEST	426		bootstrap.min.js	1590494933913	1590494933926	OK	 
REQUEST	420		bootstrap.min.js	1590494933918	1590494933927	OK	 
REQUEST	426		pets.png	1590494933891	1590494933946	OK	 
REQUEST	426		favicon.png	1590494933890	1590494933948	OK	 
REQUEST	295		LoggedAd	1590494933948	1590494933953	OK	 
REQUEST	289		LoggedAd	1590494933952	1590494933956	OK	 
REQUEST	420		spring-pivotal-logo.png	1590494933891	1590494933957	OK	 
REQUEST	295		LoggedAd Redirect 1	1590494933954	1590494933957	OK	 
REQUEST	420		favicon.png	1590494933890	1590494933959	OK	 
REQUEST	295		jquery-ui.min.css	1590494933958	1590494933964	OK	 
REQUEST	289		LoggedAd Redirect 1	1590494933957	1590494933968	OK	 
REQUEST	295		jquery-ui.theme.min.css	1590494933958	1590494933973	OK	 
REQUEST	295		jquery.min.js	1590494933964	1590494933981	OK	 
REQUEST	295		bootstrap.min.js	1590494933981	1590494933989	OK	 
REQUEST	426		petclinic.css	1590494933890	1590494933992	OK	 
REQUEST	295		jquery-ui.min.js	1590494933973	1590494933992	OK	 
REQUEST	297		LoggedAd	1590494933994	1590494933997	OK	 
REQUEST	290		LoggedAd	1590494933994	1590494934000	OK	 
REQUEST	297		LoggedAd Redirect 1	1590494933997	1590494934001	OK	 
REQUEST	290		LoggedAd Redirect 1	1590494934000	1590494934005	OK	 
REQUEST	297		jquery-ui.theme.min.css	1590494934002	1590494934016	OK	 
REQUEST	290		jquery-ui.theme.min.css	1590494934005	1590494934020	OK	 
REQUEST	297		jquery-ui.min.css	1590494934002	1590494934022	OK	 
REQUEST	290		jquery-ui.min.css	1590494934005	1590494934024	OK	 
REQUEST	297		jquery.min.js	1590494934016	1590494934028	OK	 
REQUEST	290		jquery.min.js	1590494934020	1590494934031	OK	 
REQUEST	297		bootstrap.min.js	1590494934028	1590494934033	OK	 
REQUEST	290		bootstrap.min.js	1590494934031	1590494934035	OK	 
REQUEST	297		jquery-ui.min.js	1590494934022	1590494934036	OK	 
REQUEST	320		LoginAd	1590494934037	1590494934040	OK	 
REQUEST	290		jquery-ui.min.js	1590494934024	1590494934043	OK	 
REQUEST	306		LoginAd	1590494934038	1590494934043	OK	 
REQUEST	309		LoginAd	1590494934044	1590494934046	OK	 
REQUEST	300		LoginAd	1590494934043	1590494934046	OK	 
REQUEST	302		LoginAd	1590494934045	1590494934049	OK	 
REQUEST	314		LoginAd	1590494934045	1590494934049	OK	 
REQUEST	301		LoginAd	1590494934044	1590494934050	OK	 
REQUEST	310		LoginAd	1590494934051	1590494934052	OK	 
REQUEST	305		LoginAd	1590494934051	1590494934055	OK	 
REQUEST	307		LoginAd	1590494934053	1590494934055	OK	 
REQUEST	299		LoginAd	1590494934056	1590494934058	OK	 
REQUEST	311		LoginAd	1590494934053	1590494934059	OK	 
REQUEST	317		LoginAd	1590494934057	1590494934063	OK	 
REQUEST	316		LoginAd	1590494934060	1590494934063	OK	 
REQUEST	296		LoggedAd	1590494934060	1590494934065	OK	 
REQUEST	298		LoggedAd	1590494934061	1590494934066	OK	 
REQUEST	303		LoggedAd	1590494934061	1590494934067	OK	 
REQUEST	289		jquery-ui.min.css	1590494933969	1590494934069	OK	 
REQUEST	296		LoggedAd Redirect 1	1590494934065	1590494934072	OK	 
REQUEST	303		LoggedAd Redirect 1	1590494934067	1590494934074	OK	 
REQUEST	298		LoggedAd Redirect 1	1590494934067	1590494934074	OK	 
REQUEST	303		jquery-ui.min.css	1590494934075	1590494934090	OK	 
REQUEST	303		jquery.min.js	1590494934090	1590494934121	OK	 
REQUEST	289		jquery-ui.theme.min.css	1590494933969	1590494934123	OK	 
REQUEST	296		jquery-ui.theme.min.css	1590494934073	1590494934123	OK	 
REQUEST	298		jquery-ui.theme.min.css	1590494934075	1590494934142	OK	 
USER	AccessRoom	427	START	1590494934144	1590494934144
REQUEST	298		jquery-ui.min.css	1590494934075	1590494934144	OK	 
USER	Sitter	432	START	1590494934144	1590494934144
REQUEST	296		jquery-ui.min.css	1590494934073	1590494934146	OK	 
REQUEST	303		jquery-ui.min.js	1590494934121	1590494934146	OK	 
REQUEST	295		favicon.png	1590494933958	1590494934147	OK	 
REQUEST	295		petclinic.css	1590494933958	1590494934147	OK	 
REQUEST	295		spring-pivotal-logo.png	1590494933958	1590494934148	OK	 
REQUEST	303		jquery-ui.theme.min.css	1590494934075	1590494934148	OK	 
REQUEST	296		pets.png	1590494934073	1590494934148	OK	 
REQUEST	302		bootstrap.min.css	1590494934049	1590494934148	OK	 
REQUEST	296		jquery.min.js	1590494934123	1590494934148	OK	 
REQUEST	289		jquery.min.js	1590494934069	1590494934149	OK	 
REQUEST	289		pets.png	1590494933969	1590494934149	OK	 
REQUEST	289		jquery-ui.min.js	1590494934123	1590494934150	OK	 
REQUEST	320		bootstrap.min.css	1590494934041	1590494934154	OK	 
REQUEST	298		jquery.min.js	1590494934142	1590494934156	OK	 
REQUEST	432		Home	1590494934145	1590494934160	OK	 
REQUEST	298		jquery-ui.min.js	1590494934145	1590494934160	OK	 
REQUEST	304		LoggedAd	1590494934152	1590494934165	OK	 
REQUEST	309		signin.css	1590494934047	1590494934174	OK	 
REQUEST	300		bootstrap.min.css	1590494934047	1590494934175	OK	 
REQUEST	317		bootstrap.min.css	1590494934064	1590494934175	OK	 
REQUEST	306		bootstrap.min.css	1590494934044	1590494934175	OK	 
REQUEST	301		signin.css	1590494934051	1590494934176	OK	 
REQUEST	311		bootstrap.min.css	1590494934060	1590494934177	OK	 
REQUEST	310		bootstrap.min.css	1590494934053	1590494934177	OK	 
REQUEST	301		bootstrap.min.css	1590494934051	1590494934177	OK	 
REQUEST	305		bootstrap.min.css	1590494934056	1590494934177	OK	 
REQUEST	306		signin.css	1590494934044	1590494934176	OK	 
REQUEST	320		signin.css	1590494934041	1590494934178	OK	 
REQUEST	427		Home	1590494934144	1590494934179	OK	 
REQUEST	314		bootstrap.min.css	1590494934049	1590494934179	OK	 
REQUEST	304		LoggedAd Redirect 1	1590494934166	1590494934183	OK	 
REQUEST	303		bootstrap.min.js	1590494934146	1590494934187	OK	 
REQUEST	305		signin.css	1590494934055	1590494934193	OK	 
REQUEST	302		signin.css	1590494934049	1590494934194	OK	 
REQUEST	314		signin.css	1590494934049	1590494934194	OK	 
REQUEST	317		signin.css	1590494934064	1590494934195	OK	 
REQUEST	310		signin.css	1590494934053	1590494934195	OK	 
REQUEST	311		signin.css	1590494934059	1590494934195	OK	 
REQUEST	309		bootstrap.min.css	1590494934047	1590494934196	OK	 
REQUEST	307		bootstrap.min.css	1590494934056	1590494934196	OK	 
REQUEST	316		bootstrap.min.css	1590494934064	1590494934196	OK	 
REQUEST	432		jquery-ui.theme.min.css	1590494934161	1590494934196	OK	 
REQUEST	299		bootstrap.min.css	1590494934059	1590494934197	OK	 
REQUEST	289		bootstrap.min.js	1590494934149	1590494934201	OK	 
REQUEST	304		jquery-ui.min.css	1590494934184	1590494934203	OK	 
REQUEST	432		jquery-ui.min.css	1590494934161	1590494934206	OK	 
REQUEST	304		jquery-ui.theme.min.css	1590494934184	1590494934207	OK	 
REQUEST	304		jquery.min.js	1590494934203	1590494934212	OK	 
REQUEST	307		signin.css	1590494934055	1590494934214	OK	 
REQUEST	299		signin.css	1590494934059	1590494934215	OK	 
REQUEST	304		jquery-ui.min.js	1590494934207	1590494934219	OK	 
REQUEST	427		jquery-ui.theme.min.css	1590494934180	1590494934221	OK	 
REQUEST	296		bootstrap.min.js	1590494934148	1590494934223	OK	 
REQUEST	432		jquery-ui.min.js	1590494934206	1590494934227	OK	 
REQUEST	427		jquery-ui.min.css	1590494934180	1590494934228	OK	 
REQUEST	296		jquery-ui.min.js	1590494934147	1590494934233	OK	 
REQUEST	300		signin.css	1590494934047	1590494934234	OK	 
REQUEST	316		signin.css	1590494934064	1590494934235	OK	 
REQUEST	432		bootstrap.min.js	1590494934227	1590494934236	OK	 
REQUEST	432		jquery.min.js	1590494934197	1590494934237	OK	 
REQUEST	427		jquery-ui.min.js	1590494934228	1590494934241	OK	 
REQUEST	325		LoginAd	1590494934245	1590494934246	OK	 
REQUEST	427		bootstrap.min.js	1590494934242	1590494934248	OK	 
REQUEST	432		favicon.png	1590494934160	1590494934251	OK	 
REQUEST	298		bootstrap.min.js	1590494934156	1590494934254	OK	 
REQUEST	304		bootstrap.min.js	1590494934212	1590494934257	OK	 
REQUEST	427		jquery.min.js	1590494934222	1590494934258	OK	 
REQUEST	289		favicon.png	1590494933968	1590494934261	OK	 
REQUEST	297		favicon.png	1590494934002	1590494934262	OK	 
REQUEST	290		favicon.png	1590494934005	1590494934264	OK	 
REQUEST	303		petclinic.css	1590494934075	1590494934265	OK	 
REQUEST	303		favicon.png	1590494934075	1590494934268	OK	 
REQUEST	296		favicon.png	1590494934073	1590494934269	OK	 
REQUEST	148		Rooms	1590494934245	1590494934269	KO	status.find.in(200,201,202,203,204,205,206,207,208,209,304), found 403
REQUEST	298		favicon.png	1590494934075	1590494934270	OK	 
REQUEST	304		favicon.png	1590494934184	1590494934271	OK	 
REQUEST	427		favicon.png	1590494934179	1590494934272	OK	 
REQUEST	432		pets.png	1590494934161	1590494934273	OK	 
REQUEST	304		spring-pivotal-logo.png	1590494934184	1590494934274	OK	 
REQUEST	432		spring-pivotal-logo.png	1590494934161	1590494934275	OK	 
REQUEST	289		petclinic.css	1590494933969	1590494934278	OK	 
REQUEST	298		petclinic.css	1590494934075	1590494934280	OK	 
REQUEST	420		petclinic.css	1590494933890	1590494934282	OK	 
REQUEST	297		petclinic.css	1590494934002	1590494934283	OK	 
REQUEST	290		petclinic.css	1590494934005	1590494934286	OK	 
REQUEST	296		petclinic.css	1590494934073	1590494934287	OK	 
REQUEST	427		petclinic.css	1590494934179	1590494934290	OK	 
REQUEST	304		petclinic.css	1590494934184	1590494934292	OK	 
REQUEST	432		petclinic.css	1590494934160	1590494934302	OK	 
REQUEST	420		pets.png	1590494933891	1590494934304	OK	 
REQUEST	303		pets.png	1590494934075	1590494934306	OK	 
REQUEST	290		pets.png	1590494934006	1590494934306	OK	 
REQUEST	295		pets.png	1590494933958	1590494934308	OK	 
REQUEST	298		pets.png	1590494934075	1590494934308	OK	 
REQUEST	304		pets.png	1590494934184	1590494934310	OK	 
REQUEST	297		pets.png	1590494934002	1590494934310	OK	 
REQUEST	427		pets.png	1590494934180	1590494934312	OK	 
REQUEST	289		spring-pivotal-logo.png	1590494933969	1590494934312	OK	 
REQUEST	297		spring-pivotal-logo.png	1590494934002	1590494934313	OK	 
REQUEST	426		spring-pivotal-logo.png	1590494933891	1590494934313	OK	 
REQUEST	303		spring-pivotal-logo.png	1590494934075	1590494934315	OK	 
REQUEST	290		spring-pivotal-logo.png	1590494934006	1590494934315	OK	 
REQUEST	296		spring-pivotal-logo.png	1590494934073	1590494934318	OK	 
REQUEST	298		spring-pivotal-logo.png	1590494934075	1590494934318	OK	 
USER	AccessRoom	428	START	1590494934318	1590494934318
USER	Sitter	433	START	1590494934318	1590494934318
REQUEST	427		spring-pivotal-logo.png	1590494934180	1590494934320	OK	 
REQUEST	330		LoginAd	1590494934318	1590494934321	OK	 
REQUEST	326		LoginAd	1590494934318	1590494934322	OK	 
REQUEST	329		LoginAd	1590494934318	1590494934322	OK	 
REQUEST	321		LoginAd	1590494934318	1590494934324	OK	 
REQUEST	428		Home	1590494934318	1590494934325	OK	 
REQUEST	433		Home	1590494934319	1590494934326	OK	 
REQUEST	428		jquery-ui.min.css	1590494934326	1590494934335	OK	 
REQUEST	433		jquery-ui.min.css	1590494934326	1590494934338	OK	 
REQUEST	433		jquery-ui.theme.min.css	1590494934326	1590494934342	OK	 
REQUEST	428		jquery.min.js	1590494934336	1590494934345	OK	 
REQUEST	428		jquery-ui.theme.min.css	1590494934326	1590494934347	OK	 
REQUEST	433		jquery.min.js	1590494934338	1590494934348	OK	 
REQUEST	428		bootstrap.min.js	1590494934347	1590494934353	OK	 
REQUEST	428		jquery-ui.min.js	1590494934346	1590494934357	OK	 
REQUEST	433		bootstrap.min.js	1590494934348	1590494934359	OK	 
